filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise
llama-2-7b@q8_0_0.csv,145,5.405808236491706,4.036648273468018,0.0009542172774672,24.89118766784668,24.186161887587453,36.82348148386325
llama-2-7b@q8_0_1.csv,280,3.553801981377702,2.2112374305725098,0.0004432673740666,25.778614044189453,18.086566052003906,30.81113306361028
llama-2-7b@q8_0_10.csv,107,4.480417041177644,3.8432791233062735,0.0049868188798427,17.571069717407227,10.750437274327242,21.48716279478544
llama-2-7b@q8_0_100.csv,1023,3.9336073832891287,3.18356728553772,2.734550071181729e-05,29.296817779541016,11.776269385294945,24.31193439015314
llama-2-7b@q8_0_101.csv,97,4.73225496460314,3.875365257263184,0.0005397825152613,26.857107162475582,21.654708941993885,42.13527955687234
llama-2-7b@q8_0_102.csv,822,4.011768717449316,3.3955864906311035,0.0001532446767669,24.273061752319336,10.88845139346109,21.342189863617754
llama-2-7b@q8_0_103.csv,178,5.87092678889886,4.4681408405303955,0.0007761084707453,30.53298759460449,26.477300272212617,55.47177269192931
llama-2-7b@q8_0_104.csv,253,4.020705483251954,3.1190826892852783,0.0005406427662819,24.34841728210449,12.79685485044425,21.329299067514395
llama-2-7b@q8_0_105.csv,55,5.202631866119125,4.1690287590026855,0.1277226656675338,19.023475646972656,13.81736793060222,30.612924605669804
llama-2-7b@q8_0_106.csv,126,4.868347649181646,4.243023633956909,0.047138538211584,20.10407257080078,12.754507901885418,23.058087275448596
llama-2-7b@q8_0_107.csv,185,5.218727881684144,4.225456237792969,0.0026682831812649,37.94041442871094,25.13131824446835,50.64679483072723
llama-2-7b@q8_0_108.csv,120,4.569840298042497,3.537772297859192,0.0003681758535094,27.16318130493164,18.449438862172897,40.64795436150384
llama-2-7b@q8_0_109.csv,540,3.2433214666440984,1.7287327647209167,0.0003571661945898,31.060138702392575,17.851657052964995,25.63773618545554
llama-2-7b@q8_0_11.csv,423,3.9066321507483517,3.2613306045532227,0.0004953950992785,24.06671142578125,11.806991298391946,20.502527050966737
llama-2-7b@q8_0_110.csv,321,1.523798226175358,0.0190184768289327,0.0002093180664815,24.603660583496094,12.967010203252462,13.93937906024596
llama-2-7b@q8_0_111.csv,177,5.1899516996269845,4.682915687561035,0.0607600435614585,22.907915115356445,15.330206760515173,30.303241006409397
llama-2-7b@q8_0_112.csv,182,4.47985838585697,3.3667993545532227,0.0005220617749728,27.86458396911621,21.334801493142177,32.74182731051352
llama-2-7b@q8_0_113.csv,174,3.824578901155365,3.093257546424866,0.0004427512758411,24.50769424438477,12.503997401476536,15.938352669574018
llama-2-7b@q8_0_114.csv,1023,3.9985332290891407,3.410831451416016,0.0020887788850814,25.848052978515625,10.222148366041855,20.6974426652321
llama-2-7b@q8_0_115.csv,207,4.885930887954073,3.7355217933654794,0.0002304751542396,35.83937072753906,24.594489048522377,49.77048063820221
llama-2-7b@q8_0_116.csv,159,4.5838596424093,3.701693773269653,0.0002761445648502,25.439956665039062,21.322528849722094,35.223883409475576
llama-2-7b@q8_0_117.csv,152,4.4981481365470435,3.556478500366211,0.0027592608239501,25.81560516357422,16.924720745897048,32.48196689627554
llama-2-7b@q8_0_118.csv,258,4.2296789861965545,3.206801176071167,0.0005999142304062,21.44394302368164,18.280113173869434,24.718769430495556
llama-2-7b@q8_0_119.csv,1023,3.9195598701199694,3.369434356689453,0.0011023138649761,26.214073181152344,9.681805606237102,18.471905198151113
llama-2-7b@q8_0_12.csv,167,4.2988608718116375,3.607982635498047,0.0016725545283406,26.056406021118164,13.704683350190816,25.068317509343814
llama-2-7b@q8_0_120.csv,544,4.767942280878903,4.160867929458618,0.0004584065754897,27.03696632385254,13.148413229030966,25.102481698383258
llama-2-7b@q8_0_121.csv,1023,3.7452883963426316,3.1066677570343018,0.0004499767965171,23.26402473449707,9.657626836274547,19.245232040492784
llama-2-7b@q8_0_122.csv,105,5.470830485832855,4.594295024871826,0.000549933349248,24.78138542175293,21.202282979019675,32.50884902402363
llama-2-7b@q8_0_123.csv,869,4.002589479404337,3.372066020965576,0.0004559980588965,24.66938781738281,11.203529493774687,22.342169668593233
llama-2-7b@q8_0_124.csv,259,4.793946960076944,3.557468175888061,0.0003895073023159,26.103553771972656,19.47960799195316,34.722145875678024
llama-2-7b@q8_0_125.csv,1023,3.257307964554445,2.683121681213379,0.0001386246731271,14.539206504821776,8.015143314340403,13.866524400533606
llama-2-7b@q8_0_126.csv,970,4.464404614509075,3.712188482284546,0.0004394825955387,29.690624237060547,15.651060926846537,33.40492374944146
llama-2-7b@q8_0_127.csv,1023,4.172509666796175,3.5342464447021484,0.0003103760827798,43.12566375732422,14.695387619261345,31.81022474218777
llama-2-7b@q8_0_128.csv,329,4.937297215631287,4.236579418182373,0.0008096634992398,30.175525665283203,13.988991852215477,28.26142829793136
llama-2-7b@q8_0_129.csv,1023,4.185299369469952,3.667858600616455,0.0005373738822527,23.833789825439453,10.329326037037646,19.6505343939554
llama-2-7b@q8_0_13.csv,95,4.7751417606156075,4.172201633453369,0.0009354588692076,22.08153533935547,16.244063033195392,22.369501473948393
llama-2-7b@q8_0_130.csv,548,4.5374486970052,3.9458431005477905,0.0004135915660299,23.3138484954834,12.170885010027268,23.15620941484074
llama-2-7b@q8_0_131.csv,164,5.200945991647952,4.179325819015503,0.00126109784469,34.41328430175781,23.187882635438644,45.02674175643489
llama-2-7b@q8_0_132.csv,1023,3.744782013137349,2.9542267322540283,4.454419467947446e-05,24.34332275390625,13.375698701996361,22.505574861644064
llama-2-7b@q8_0_133.csv,129,4.6640893655663085,3.5233871936798096,0.0230935718864202,21.51138687133789,17.51982885847857,27.369869957138313
llama-2-7b@q8_0_134.csv,282,4.751252160232567,3.70888888835907,0.0003540697216521,24.81891441345215,22.152650392349237,42.37123853796158
llama-2-7b@q8_0_135.csv,75,6.525655085852292,5.942739009857178,0.0004055060853715,44.72681427001953,33.699356301668594,63.90045072066653
llama-2-7b@q8_0_136.csv,1023,3.7616110201927886,2.8775360584259038,0.0005141477449797,30.26140022277832,13.338391818354985,25.82089055352967
llama-2-7b@q8_0_137.csv,1023,4.1667735973360935,3.6190953254699703,0.0004141076642554,23.578920364379883,11.449840830232526,21.22888261656015
llama-2-7b@q8_0_138.csv,1023,3.759116235188258,3.1398744583129883,0.0003545858198776,27.824663162231445,10.984023275621514,20.01802703265538
llama-2-7b@q8_0_139.csv,1023,3.4166303754510823,2.627741813659668,0.0003444363828748,26.3594970703125,9.794722458529916,18.619323963734825
llama-2-7b@q8_0_14.csv,466,4.705543386187957,3.93755567073822,0.0008870151941664,34.138126373291016,15.59723390314735,31.647812587492513
llama-2-7b@q8_0_140.csv,474,3.702020920151432,3.061807155609131,0.0012394953519105,24.017932891845703,10.928924598263277,19.843046546447567
llama-2-7b@q8_0_141.csv,188,4.833826448791289,3.5937118530273438,0.0003301584802102,25.37608337402344,21.522568692024528,39.7162336209467
llama-2-7b@q8_0_142.csv,151,5.25316905233676,4.593282222747803,0.0055269165895879,39.353515625,21.225793440873062,37.27217126617095
llama-2-7b@q8_0_143.csv,616,3.591676366251208,3.2704334259033203,0.0001996856735786,13.87071132659912,7.817306242836253,15.414600601511271
llama-2-7b@q8_0_144.csv,624,4.174056135544959,3.556368112564087,9.803044122236315e-06,23.51878929138184,10.65270170057579,20.558922101016194
llama-2-7b@q8_0_145.csv,215,4.556060278155776,3.9756999015808105,0.017276357859373,24.88724899291992,11.440436454347035,20.8918250764984
llama-2-7b@q8_0_146.csv,5,11.461728477478028,14.574577331542969,1.4628920555114746,17.950340270996094,41.10998737174499,135.31722267702906
llama-2-7b@q8_0_147.csv,124,5.958382047621736,4.991614103317261,0.0014361677458509,31.332305908203125,25.395389008406614,43.947181578329506
llama-2-7b@q8_0_148.csv,776,3.9269840960781965,3.3751754760742188,0.0006236578919924,25.13288116455078,11.197183570630704,21.804669878996915
llama-2-7b@q8_0_149.csv,144,5.1025041835584695,4.392773389816284,0.0010559298098087,32.328468322753906,17.78147476825522,34.26996481326413
llama-2-7b@q8_0_15.csv,287,5.150168477172962,4.225113868713379,0.0003889912040904,29.806427001953125,15.836394503092997,33.12517801574758
