token,surprisal
 .,10.0187406539917
 Travel,19.368934631347656
mail,13.989952087402344
 Reporter,16.899721145629883
 .,3.1273815631866455
 In,8.843673706054688
 this,6.4949212074279785
 modern,13.437997817993164
 image,11.334294319152832
-,8.997982025146484
conscious,8.80544662475586
 world,2.1377577781677246
",",0.5829957127571106
 when,7.498556137084961
 we,4.435391902923584
 all,7.926462650299072
 want,4.65787410736084
 to,0.41321197152137756
 portray,14.782496452331543
 ourselves,1.423683762550354
 in,2.365703821182251
 the,3.157694101333618
 best,3.15718936920166
 possible,1.7541861534118652
 light,0.3289088308811188
",",0.2540464997291565
 a,7.241612434387207
 man,6.939167022705078
 might,5.6724162101745605
 want,4.964388847351074
 to,0.2921449542045593
 smell,13.005507469177246
 of,7.892251014709473
 many,11.229146957397461
 things,1.779471755027771
.,1.9416964054107666
 He,4.346996307373047
 certainly,10.968585014343262
 wants,3.2962453365325928
 to,0.36859920620918274
 smell,3.2342634201049805
 of,1.1517832279205322
 diligently,20.62242317199707
 washed,11.888978004455566
 skin,8.62693977355957
 and,2.7175068855285645
 newly,12.342596054077148
 cleaned,5.347010612487793
 clothes,2.4794962406158447
.,0.6329416632652283
 He,2.5384938716888428
 probably,6.020289421081543
 wants,1.2339024543762207
 to,0.21346025168895721
 smell,1.3593802452087402
 of,0.4733297824859619
 expensive,10.2435302734375
 hair,7.284423351287842
 products,5.045577049255371
.,2.350281238555908
 He,1.066503643989563
 might,1.4860535860061646
 even,2.929161548614502
 want,0.255079448223114
 to,0.12465962767601013
 smell,0.486501544713974
 of,0.3902265429496765
 whatever,10.790031433105469
 fragrance,8.385708808898926
 David,15.549054145812988
 Beckham,4.492978096008301
 is,3.5141544342041016
 fl,10.453594207763672
ogging,3.497589349746704
 this,8.103706359863281
 week,2.2254958152770996
",",3.7998783588409424
 or,3.498286485671997
 some,6.3317484855651855
 other,1.8574315309524536
 fine,8.185352325439453
 after,12.772841453552246
sh,3.555640697479248
ave,0.06213259696960449
.,1.157888650894165
 K,13.339644432067871
icking,3.9927847385406494
 up,4.786820888519287
 a,3.171543598175049
 stink,7.45715856552124
:,8.270337104797363
 Norse,20.176237106323242
 Power,14.08217716217041
 attempts,17.45867347717285
 to,0.1501355618238449
 bottle,14.14513874053955
 the,3.778447151184082
 smell,3.6633784770965576
 of,0.6698194742202759
 a,3.6192476749420166
 ninth,17.302793502807617
 century,6.966875076293945
 Viking,4.005992889404297
 warrior,5.903306007385254
 .,9.679041862487793
 But,6.2447333335876465
 one,7.344099998474121
 thing,4.049472332000732
 he,6.843850135803223
 probably,7.287785530090332
 doesn,1.5673725605010986
�,23.65395736694336
�,9.33205509185791
t,4.19686222076416
 want,0.7041923999786377
 to,0.9708676338195801
 smell,1.9438320398330688
 like,8.18968677520752
 is,0.998408854007721
 a,3.1224300861358643
 st,9.305191993713379
inking,3.8570940494537354
 bearded,11.510416030883789
 warrior,5.052419662475586
 from,6.37412166595459
 13,11.82512378692627
 centuries,11.005744934082031
 ago,0.6791929602622986
.,1.3062602281570435
 A,5.5343918800354
 st,5.663924217224121
inking,0.3221931755542755
 bearded,3.9773707389831543
 warrior,0.14299438893795013
",",4.179295063018799
 who,5.677820205688477
",",5.261604309082031
 to,6.493841171264648
 be,3.4395217895507812
 precise,3.7778632640838623
",",0.049212925136089325
 has,5.140895843505859
 a,3.7690391540527344
 penchant,8.575854301452637
 for,0.020711582154035568
 smashing,11.75217056274414
 up,4.638670444488525
 villages,9.470866203308105
",",2.0996999740600586
 wearing,9.416001319885254
 blood,9.952909469604492
-,1.5481681823730469
stained,0.6942652463912964
 battle,8.31503963470459
 gear,3.978347063064575
 and,1.466036081314087
 sporting,8.1915922164917
 awful,11.272016525268555
 helmet,10.653693199157715
 hair,8.109648704528809
.,1.1103345155715942
 Nonetheless,13.394312858581543
",",0.08247876912355423
 this,4.375290870666504
 hasn,12.103654861450195
�,6.379094123840332
�,2.406306743621826
t,0.15001170337200165
 stopped,5.355258941650391
 tourist,15.389429092407227
 officials,9.710660934448242
 in,4.872973442077637
 York,13.388250350952148
 from,0.5993287563323975
 launching,9.498997688293457
 �,13.134880065917969
�,8.595810890197754
N,11.117658615112305
orse,0.8329388499259949
 Power,1.001627802848816
�,0.6130339503288269
�,0.9315670728683472
",",7.352639675140381
 a,0.8680631518363953
 –,15.000768661499023
 shall,12.628586769104004
 we,0.07016993314027786
 say,0.040669333189725876
 –,0.7970775961875916
 niche,15.06468677520752
-,3.224942922592163
app,9.043129920959473
eal,1.53650963306427
 perfume,10.276057243347168
 which,7.306345462799072
 will,5.387365818023682
 help,5.971660137176514
 a,6.753475189208984
