token,surprisal
rip,13.540894508361816
oli,4.745474338531494
",",2.796156167984009
 Libya,8.958512306213379
 (,3.0816149711608887
CNN,2.8544559478759766
),0.07211102545261383
 --,3.280146360397339
 Anti,10.190475463867188
-,0.013399199582636356
G,8.213860511779785
adh,8.068638801574707
afi,0.0008333245641551912
 forces,3.3626511096954346
 have,3.306483268737793
 come,7.926051139831543
 across,8.421270370483398
 a,2.1574485301971436
 military,6.822540283203125
 site,8.229747772216797
 in,1.445879340171814
 southern,4.755846977233887
 Libya,0.279058039188385
 that,3.1420114040374756
 contains,7.810044765472412
 what,6.436969757080078
 appears,3.762437105178833
 to,0.003207513829693198
 be,0.027919182553887367
 radioactive,13.489334106445312
 material,3.1541953086853027
.,1.6981539726257324
 The,5.395905017852783
 site,1.504665732383728
",",2.4769809246063232
 not,9.677234649658203
 far,0.20898976922035217
 from,0.019850658252835274
 Sabha,12.418169975280762
 in,6.309804916381836
 the,2.244030237197876
 Sahara,7.056756496429443
 desert,1.3212491273880005
",",0.29157954454421997
 has,2.9664204120635986
 two,9.785873413085938
 warehouses,10.488805770874023
 containing,3.9325125217437744
 thousands,7.884020805358887
 of,0.017577938735485077
 blue,14.030939102172852
 barrels,13.11264705657959
 marked,11.530989646911621
 with,1.4533358812332153
 tape,13.6993989944458
 saying,7.489190101623535
" """,1.2437537908554077
radio,11.623687744140625
active,0.07945677638053894
",""",5.76436710357666
 and,2.9252288341522217
 plastic,14.929073333740234
 bags,2.203012704849243
 of,5.713947772979736
 yellow,8.099573135375977
 powder,4.902857780456543
 sealed,9.994982719421387
 with,1.2433764934539795
 the,5.591241359710693
 same,4.621250152587891
 type,6.537541389465332
 tape,13.015080451965332
.,0.7167068719863892
 The,4.2394795417785645
 fact,10.871251106262207
 that,0.20273457467556
 Libya,7.924349308013916
 might,10.64250373840332
 have,1.682942509651184
 radioactive,5.824769973754883
 material,1.560567855834961
 is,2.3613643646240234
 not,3.169355869293213
 a,3.2667245864868164
 surprise,0.7357726097106934
:,6.304609775543213
 In,4.550062656402588
 2004,5.7186279296875
",",0.27568432688713074
 the,2.533352851867676
 the,11.426260948181152
 International,4.480230331420898
 Atomic,0.3736796975135803
 Energy,9.476554987486452e-05
 Agency,0.00013552869495470077
 (,2.313525438308716
IA,0.01251218095421791
EA,0.00018059308058582246
),0.09469287842512131
 confirmed,6.325039386749268
 that,0.7359129786491394
 the,3.3754894733428955
 Libyan,3.6072354316711426
 government,1.3709287643432617
 had,1.214721918106079
 yellow,13.766236305236816
cake,7.785015106201172
 stored,9.436580657958984
 in,1.117607593536377
 Sabha,16.1351318359375
.,1.2153431177139282
 After,8.093779563903809
ward,10.47981071472168
",",0.0763365626335144
 Mo,11.546420097351074
am,0.5804332494735718
mar,0.009756557643413544
 Gad,0.6779277324676514
h,0.1141359955072403
afi,0.00011901690595550463
's,3.7468433380126953
 government,1.3984993696212769
 vowed,8.163985252380371
 its,9.055818557739258
 intent,9.35547161102295
 to,0.15083393454551697
 dismantle,5.233216285705566
 its,6.274161338806152
 nuclear,2.0167994499206543
 program,4.5729522705078125
",",2.7075157165527344
 and,2.1627702713012695
 there,7.062051773071289
 has,3.1350786685943604
 been,0.15741419792175293
 no,2.299954414367676
 indication,4.321908950805664
 it,5.88831090927124
 was,5.329469203948975
 ever,3.995868682861328
 developed,10.036009788513184
 enough,6.404544353485107
 that,8.278759956359863
 it,1.4430255889892578
 might,3.8331081867218018
 appear,11.435015678405762
 in,3.123471260070801
 weapons,9.333562850952148
.,2.2774815559387207
 Still,8.621469497680664
",",0.03799814730882645
 the,2.2427966594696045
