token,surprisal
 would,7.284098148345947
 recommend,5.726417064666748
 Norton,17.903884887695312
 Anti,11.044724464416504
V,4.901896953582764
irus,0.16814549267292023
 as,5.0857391357421875
 one,7.002243995666504
 of,0.2500015199184418
 the,0.5625625848770142
 best,1.250327706336975
 anti,4.003089904785156
-,0.4460870623588562
v,0.8326082229614258
irus,0.0005287715466693044
 programs,3.147064685821533
 available,2.6461033821105957
.,1.5038416385650635
 ,11.201215744018555
 Other,21.826501846313477
 good,4.975354194641113
 anti,3.9860775470733643
-,0.04336842894554138
v,0.11827986687421799
irus,0.0022407814394682646
 programs,0.7513800859451294
 include,1.8527194261550903
 Mc,10.854338645935059
Afee,0.0014447754947468638
 and,4.984713077545166
 K,6.569961071014404
aspers,0.004466847982257605
ky,0.0002222187031293288
.,1.5723546743392944
"
",1.8727085590362549
"
",0.09728264063596725
The,4.891858100891113
 anti,7.843803405761719
-,0.03674996644258499
v,0.15010645985603333
irus,0.00047664265730418265
 program,2.702975273132324
 I,6.49984073638916
 use,2.9216408729553223
 and,6.689066410064697
 recommend,1.5162250995635986
 is,0.7235584855079651
 called,3.15063738822937
 AVG,7.7036309242248535
.,3.0042977333068848
 You,5.908341884613037
 can,0.8824163675308228
 download,2.317112445831299
 it,1.3047775030136108
 from,1.345436453819275
 their,6.983039855957031
 website,0.4706374704837799
",",3.6312026977539062
 http,5.601324081420898
://,0.0013614549534395337
www,0.28717413544654846
.,0.0017184418393298984
av,1.9291586875915527
g,6.248785495758057
.,0.3423425555229187
com,0.410353422164917
.,2.4786019325256348
 It,4.6097564697265625
�,27.793746948242188
�,11.37785816192627
s,4.120720863342285
 a,3.148587942123413
 great,3.524491548538208
 program,2.7457680702209473
 that,2.4996836185455322
 does,4.944623947143555
 an,6.0833740234375
 excellent,0.7384415864944458
 job,0.005390535574406385
 of,0.6690075397491455
 protecting,3.208491802215576
 your,0.778681218624115
 computer,0.7781783938407898
 against,2.393629550933838
 viruses,0.901157796382904
 and,1.517500638961792
 other,2.2610411643981934
 malware,2.4854280948638916
.,0.5215334892272949
"
",2.4018187522888184
"
",0.0003048714715987444
I,3.8862125873565674
 use,3.919562339782715
 my,7.1134443283081055
 computer,2.7479498386383057
 for,3.1305418014526367
 work,5.032689571380615
",",1.9705864191055298
 internet,9.241308212280273
 browsing,1.791577935218811
",",0.40598437190055847
 and,2.1516313552856445
 entertainment,5.7618021965026855
.,0.8283380270004272
 I,2.0944621562957764
 like,5.896450996398926
 that,5.520132064819336
 I,1.833300232887268
 can,1.3872959613800049
 stream,9.050107955932617
 music,4.168032169342041
",",1.6895968914031982
 watch,5.050108432769775
 videos,3.4664387702941895
",",0.5159606337547302
 play,4.028707504272461
 games,1.4442193508148193
",",0.40089112520217896
 and,1.4393173456192017
 do,4.957705020904541
 all,3.8444197177886963
 sorts,2.4845080375671387
 of,0.004162993282079697
 other,0.9455344676971436
 things,0.9920986294746399
 on,5.134458541870117
 my,0.4927300214767456
 computer,0.3765544891357422
.,0.5743048787117004
 It,3.4111571311950684
�,4.02608060836792
�,0.13342417776584625
s,0.003354548942297697
 really,5.060373306274414
 convenient,5.655701160430908
 because,4.911245822906494
 it,1.5931322574615479
 gives,5.812629699707031
 me,0.9000533223152161
 a,2.1798148155212402
 lot,3.768080472946167
 of,0.1758018285036087
 flexibility,3.9172093868255615
 when,2.6146609783172607
 it,1.3350154161453247
 comes,0.04939943179488182
 to,0.02309916540980339
 the,4.909255504608154
 types,5.33297061920166
 of,0.06802807003259659
 activities,4.260700225830078
 I,0.6096073389053345
 want,1.7537190914154053
 to,0.10621272027492523
 pursue,8.779463768005371
.,0.6803037524223328
 I,3.3450756072998047
 also,3.1421821117401123
 use,3.9903035163879395
 it,1.0065374374389648
 for,2.4317922592163086
 staying,11.638527870178223
 in,3.3428122997283936
 touch,0.8849711418151855
 with,0.27284151315689087
 friends,2.338080406188965
 and,1.0029246807098389
 family,0.30755242705345154
 through,6.684781551361084
 social,2.7028892040252686
 media,0.6495091319084167
 and,2.6720664501190186
 email,2.3184280395507812
.,0.42599254846572876
