token,surprisal
 waiter,17.07748031616211
 arrived,7.307265758514404
 with,3.8123981952667236
 the,3.72550630569458
 check,8.177997589111328
.,2.348353862762451
 Gordon,14.23837947845459
 glanced,7.531185626983643
 at,0.790343165397644
 it,4.314533233642578
",",2.2730319499969482
 and,2.856060028076172
 then,2.5493013858795166
 handed,8.610333442687988
 it,0.6376137733459473
 to,0.7612398862838745
 his,4.564565658569336
 wife,2.9235641956329346
.,0.7024182677268982
"
",1.9082777500152588
"
",0.009279522113502026
"""",0.3307512700557709
It,4.772222995758057
 looks,4.42653751373291
 like,0.8054904937744141
 we,4.477312088012695
 spent,8.9297513961792
 a,2.127859592437744
 lot,0.9152793288230896
 of,0.18500034511089325
 money,0.7783692479133606
 tonight,8.641871452331543
",""",1.1119788885116577
 she,3.0379908084869385
 said,0.3351234197616577
",",2.227465867996216
 taking,7.110537528991699
 a,2.3594422340393066
 look,5.017648220062256
 at,0.4104214310646057
 the,1.2752233743667603
 total,12.211417198181152
.,1.1201528310775757
"
",1.240204930305481
"
",0.00036903595901094377
"""",0.9817724823951721
Yes,5.698426246643066
",",1.1069892644882202
 but,3.7454638481140137
 it,2.6240148544311523
 was,2.734426498413086
 worth,5.347911834716797
 every,6.932629108428955
 penny,0.3194756507873535
",""",1.5446139574050903
 Gordon,0.9854257702827454
 replied,3.711993932723999
.,0.9574472308158875
" """,2.1806671619415283
This,6.609274387359619
 was,2.6991515159606934
 one,5.041618347167969
 of,0.2605324983596802
 the,0.9371195435523987
 best,2.188065767288208
 meals,4.045497417449951
 I,0.8077452778816223
've,0.355219304561615
 ever,0.702406108379364
 had,0.3842654228210449
".""",1.7098863124847412
"
",0.260261207818985
"
",0.0003243097453378141
They,6.112205982208252
 both,4.426200866699219
 agreed,5.560460090637207
 that,1.533180832862854
 they,3.093172073364258
 had,2.6058430671691895
 enjoyed,4.837996482849121
 their,3.62851619720459
 evening,4.442784309387207
 immensely,10.98648738861084
 and,4.088964462280273
 were,4.158176422119141
 glad,3.5649282932281494
 they,2.107701301574707
 decided,7.769349098205566
 to,0.09748981893062592
 spl,11.63724422454834
ur,4.523214738583192e-05
ge,0.001491172006353736
 on,0.7399573922157288
 such,8.790155410766602
 a,0.6662093997001648
 nice,5.337955474853516
 meal,0.760633111000061
 out,9.529489517211914
 together,13.309906959533691
.,0.2829490900039673
"
",1.1328006982803345
"
",0.00069342867936939
"""",2.19533109664917
No,7.080508708953857
",",1.985246181488037
 really,6.420632362365723
.,3.3005928993225098
 It,2.9295177459716797
 was,1.2147982120513916
 a,2.7193918228149414
 great,2.4382376670837402
 meal,1.94097101688385
 and,3.958123207092285
 I,1.9147789478302002
 had,5.462341785430908
 an,5.842448711395264
 amazing,1.4229660034179688
 time,0.29851627349853516
.,2.5388543605804443
 Let,8.729952812194824
 me,2.167877197265625
 pay,12.078811645507812
 for,2.772735357284546
 our,7.258978843688965
 dinner,4.161375045776367
 this,7.894289016723633
 time,4.1944169998168945
".""",2.092914581298828
"
",0.5008902549743652
"
",0.00027201621560379863
"""",1.5624514818191528
No,5.089832305908203
",",0.9707146286964417
 really,4.6251020431518555
.,1.4694511890411377
 Let,5.627566337585449
 me,1.14096200466156
 take,4.930550575256348
 care,3.491060495376587
 of,0.03996960073709488
 this,4.524383544921875
 one,4.609034061431885
.,2.7118935585021973
 Please,6.492555141448975
 don,3.352696180343628
't,0.000603527354542166
 worry,4.829302787780762
 about,0.6003000140190125
 it,1.7045037746429443
".""",1.5692592859268188
 Gordon,2.8499915599823
 replied,6.323141098022461
 firmly,7.829740047454834
.,0.5044775009155273
 He,4.158231258392334
 felt,5.351938724517822
 he,6.233708381652832
 couldn,5.721992492675781
't,0.00046718050725758076
 let,6.034979343414307
 Sarah,11.492427825927734
 foot,15.123028755187988
 the,0.8848387002944946
 entire,9.494287490844727
 bill,0.1490083932876587
 after,8.785033226013184
 a,6.112168312072754
 wonderful,10.019120216369629
 meal,0.9427391886711121
 they,8.830620765686035
 shared,5.737960338592529
 together,3.5589911937713623
.,0.4994055926799774
 He,3.689399480819702
 was,3.400125741958618
 determined,7.611597061157227
 to,0.34427616000175476
 do,4.684928894042969
 this,4.773705005645752
 one,6.263394355773926
 thing,7.399514198303223
 for,3.125056266784668
 her,2.174809217453003
 and,2.422445774078369
 show,10.789790153503418
 her,0.8738378286361694
 how,2.5444087982177734
 grateful,4.759907245635986
 he,1.2082222700119019
 was,0.3569410443305969
 for,1.510144591331482
 their,4.533957481384277
 friendship,3.779238700866699
 and,3.4077539443969727
 her,6.756541728973389
 kindness,5.441167831420898
 over,9.03839111328125
 the,0.37668734788894653
 years,0.751422643661499
.,0.09562253952026367
"
",0.5169582366943359
"
",0.00038004573434591293
"""",1.9497872591018677
Ok,9.062788009643555
",""",3.121993064880371
 Gordon,2.169257402420044
 said,0.8424845337867737
",",1.6151236295700073
" """,3.0173702239990234
I,2.1087074279785156
 guess,5.150084018707275
 if,6.643049240112305
 we,2.663973331451416
're,3.4018876552581787
 splitting,10.067732810974121
 the,1.996432900428772
 bill,1.106647253036499
",",1.8641862869262695
 then,3.5086123943328857
 let,4.5202765464782715
's,0.395669162273407
 go,3.790221691131592
 over,4.862491130828857
 to,4.6524457931518555
 the,1.6299023628234863
 cash,8.427867889404297
ier,0.14786295592784882
 and,1.6740866899490356
 take,5.659461498260498
 care,3.505326509475708
 of,0.008839761838316917
 that,3.5109126567840576
".""",2.100266218185425
 He,3.079702854156494
 walked,4.787239074707031
 over,0.9694514274597168
 to,0.6422937512397766
 the,0.6431868672370911
 register,4.287833213806152
 and,1.1540111303329468
 paid,7.873171806335449
 his,4.196366310119629
 half,10.102252006530762
 of,1.2401796579360962
 the,0.3992547392845154
 bill,0.37170344591140747
.,0.8477883338928223
"
",1.0341438055038452
"
",0.0004315690021030605
After,5.7607645988464355
 they,4.836404800415039
 had,1.547558307647705
 taken,4.742410182952881
 their,2.3313868045806885
 payment,10.18351936340332
 receipts,13.99856185913086
",",1.9253822565078735
 they,2.01707124710083
 stepped,8.356536865234375
 outside,2.837240695953369
 and,1.5601304769515991
 hailed,15.380205154418945
 a,1.9375412464141846
 taxi,2.194591522216797
.,0.9762126803398132
 Gordon,4.306337833404541
 was,3.9862794876098633
 tired,8.994102478027344
 from,3.2848105430603027
 the,2.196695566177368
 long,4.714522361755371
 day,3.458189010620117
 at,4.31632137298584
 work,0.8272804021835327
 and,1.3208454847335815
 didn,4.883569240570068
't,0.0008920057443901896
 feel,3.7425477504730225
 like,1.929630994796753
 walking,5.560708522796631
 home,3.681499719619751
 in,5.675875663757324
 the,1.1110141277313232
 cold,6.933246612548828
.,0.5917345285415649
 As,6.338007926940918
