filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise
mistral-7b-instruct-v0.1@q8_0_0.csv,257,3.4593919206204315,2.454286575317383,0.0002211866376455,19.39814567565918,9.445424537417024,18.40269534489878
mistral-7b-instruct-v0.1@q8_0_1.csv,227,3.898548650126063,2.973439931869507,0.0001726809132378,16.026479721069336,12.820743930547293,22.40792791033358
mistral-7b-instruct-v0.1@q8_0_10.csv,232,3.9405600008612964,2.7457395792007446,0.0002395917254034,21.31255340576172,13.829730854011352,23.1287027204544
mistral-7b-instruct-v0.1@q8_0_100.csv,104,4.152033710138522,3.2507818937301636,0.0001461926585761,18.29091453552246,14.997982198172378,25.45270876864973
mistral-7b-instruct-v0.1@q8_0_101.csv,541,2.7858855323080314,1.866694092750549,7.533036841778085e-05,15.438970565795898,8.559060377621265,14.23264749309922
mistral-7b-instruct-v0.1@q8_0_102.csv,315,3.580657498088817,3.070876359939575,0.0003317066584713,16.952730178833008,10.829935558084554,17.689477083717627
mistral-7b-instruct-v0.1@q8_0_103.csv,698,3.3781526591653757,2.4303650856018066,5.606743434327655e-05,17.535968780517578,9.964009085472766,19.656562711816534
mistral-7b-instruct-v0.1@q8_0_104.csv,461,3.34156953622147,2.3231523036956787,9.442156442673876e-05,23.805805206298828,10.803510017180207,20.362934861733116
mistral-7b-instruct-v0.1@q8_0_105.csv,378,3.8728219443922476,3.1753166913986206,0.0001322607276961,20.755455017089844,11.380545576815555,19.083002642540304
mistral-7b-instruct-v0.1@q8_0_106.csv,356,3.698889962862523,2.5441298484802246,0.0003103760827798,22.02617454528809,13.17744779826009,24.68667602546991
mistral-7b-instruct-v0.1@q8_0_107.csv,280,3.5236259271380344,2.4383805990219116,0.0001750889641698,28.41664695739746,12.083436303149357,21.394154450039526
mistral-7b-instruct-v0.1@q8_0_108.csv,199,3.656065540888403,2.3913793563842773,0.0001719928986858,17.684917449951172,15.178707949406894,30.770741590617963
mistral-7b-instruct-v0.1@q8_0_109.csv,223,3.255425613148574,2.37598729133606,3.2676741739123827e-06,15.787760734558104,8.862387140307879,16.16862356528965
mistral-7b-instruct-v0.1@q8_0_11.csv,6,11.513028462727865,13.17205286026001,1.4628920555114746,17.950340270996094,34.27148125222066,113.8525526401556
mistral-7b-instruct-v0.1@q8_0_110.csv,46,4.3275605260860175,2.6384079456329346,0.0056365490891039,19.43038558959961,19.72085709190852,37.3861975376073
mistral-7b-instruct-v0.1@q8_0_111.csv,322,3.916077603427303,2.8173261880874634,0.0003366953169461,24.655668258666992,15.891508647816101,28.39257030085454
mistral-7b-instruct-v0.1@q8_0_112.csv,216,3.5184880549228787,2.690708637237549,0.0001382806804031,17.546613693237305,9.312423031773243,18.5878042997061
mistral-7b-instruct-v0.1@q8_0_113.csv,204,3.9362692171921747,2.9202154874801636,0.0005413309554569,20.94186019897461,11.458286848068989,19.374643875043738
mistral-7b-instruct-v0.1@q8_0_114.csv,286,3.5451162946294468,2.7187684774398804,0.0002395917254034,23.586612701416016,11.233960065334779,17.33647442649047
mistral-7b-instruct-v0.1@q8_0_115.csv,323,2.9286030523400015,2.308802366256714,6.879307647977839e-07,16.610464096069336,7.712649154088354,16.61910742243218
mistral-7b-instruct-v0.1@q8_0_116.csv,275,3.6097199383544187,2.6553637981414795,0.0002303031506016,21.14003562927246,12.771458193968419,24.34338038698049
mistral-7b-instruct-v0.1@q8_0_117.csv,142,3.9993073265535535,3.2411521673202515,0.0005421912064775,19.143394470214844,12.27333139850718,23.734482960127313
mistral-7b-instruct-v0.1@q8_0_118.csv,436,2.4940229523823874,0.8250178694725037,1.203879037348088e-06,15.877725601196287,10.277533443432814,18.7279238961803
mistral-7b-instruct-v0.1@q8_0_119.csv,196,3.991272318405301,3.1772396564483643,0.0005100187263451,19.846206665039062,11.056675956632244,22.315528907529032
mistral-7b-instruct-v0.1@q8_0_12.csv,207,2.9346634596758108,2.4568092823028564,7.894219743320718e-05,18.19310188293457,8.106422301563638,12.981664858304478
mistral-7b-instruct-v0.1@q8_0_120.csv,392,3.0067153189197504,2.2163456678390503,0.0002278950123582,22.10354232788086,8.4369885554385,15.976225329267384
mistral-7b-instruct-v0.1@q8_0_121.csv,57,3.5644926850259173,3.190093755722046,0.0015509990043938,13.165998458862305,7.6352368891899145,13.99961595290128
mistral-7b-instruct-v0.1@q8_0_122.csv,79,4.339451876254177,3.099699020385742,0.0001811090914998,16.483993530273438,17.888665018429517,36.45901328543268
mistral-7b-instruct-v0.1@q8_0_123.csv,194,3.8817697054940243,3.404840588569641,0.0003690359590109,16.2198486328125,9.411249626302165,17.957533578863234
mistral-7b-instruct-v0.1@q8_0_124.csv,412,3.595729781549433,2.8157652616500854,8.100610284600407e-05,20.438018798828125,11.90186663376676,20.88684059529575
mistral-7b-instruct-v0.1@q8_0_125.csv,167,3.925110197455265,3.0978450775146484,0.0002426879364065,18.41739654541016,11.200952558967778,19.134010114171748
mistral-7b-instruct-v0.1@q8_0_126.csv,149,4.579748371284535,3.8801016807556152,0.0002663397172,24.137767791748047,16.119847567687692,27.86735906013816
mistral-7b-instruct-v0.1@q8_0_127.csv,484,3.91784310229363,3.216560959815979,3.7836678529856727e-05,21.76178359985352,12.514513546024645,24.81219541444055
mistral-7b-instruct-v0.1@q8_0_128.csv,212,3.775400852958657,2.9194008111953735,0.0001272727822652,15.88070297241211,12.04873673164361,21.771233943251662
mistral-7b-instruct-v0.1@q8_0_129.csv,85,4.898970123840606,3.5558667182922363,0.0294355582445859,21.725948333740234,21.15304739076619,30.5532467941529
mistral-7b-instruct-v0.1@q8_0_13.csv,363,3.457790021943432,2.675466537475586,0.0004139356315135,17.502635955810547,11.034305044545578,20.639899521943065
mistral-7b-instruct-v0.1@q8_0_130.csv,288,4.128176806120842,3.2442480325698853,0.0001959015353349,20.60298728942871,13.53838921819904,24.283854302808017
mistral-7b-instruct-v0.1@q8_0_131.csv,399,3.072012840261816,2.5161983966827397,0.0001726809132378,15.053693771362305,7.432557367848461,15.918079399752155
mistral-7b-instruct-v0.1@q8_0_132.csv,5,11.461728477478028,14.574577331542969,1.4628920555114746,17.950340270996094,41.10998737174499,135.31722267702906
mistral-7b-instruct-v0.1@q8_0_133.csv,577,3.0480655998462947,2.187595844268799,0.0001002693679765,16.24622344970703,8.586584631196342,18.21683948655654
mistral-7b-instruct-v0.1@q8_0_134.csv,6,11.513028462727865,13.17205286026001,1.4628920555114746,17.950340270996094,34.27148125222066,113.8525526401556
mistral-7b-instruct-v0.1@q8_0_135.csv,364,3.7464858544760746,2.9131563901901245,5.331560532795265e-05,20.335756301879883,11.319337926668313,21.220586865243735
mistral-7b-instruct-v0.1@q8_0_136.csv,251,2.9231664936358075,2.0573606491088867,0.0004168601881247,20.789539337158203,9.63478032862122,18.034023236835704
mistral-7b-instruct-v0.1@q8_0_137.csv,288,3.443158075525945,2.3472074270248413,2.6141598937101666e-05,22.8514404296875,13.081537613259785,22.112826778128603
mistral-7b-instruct-v0.1@q8_0_138.csv,422,3.2763521124433135,2.4814194440841675,3.4396535397718253e-07,22.42665100097656,10.2377292881958,18.46244132478044
mistral-7b-instruct-v0.1@q8_0_139.csv,263,3.334816681351486,2.6109373569488525,0.0002129302301909,17.943397521972656,11.062297538726947,19.18220340428208
mistral-7b-instruct-v0.1@q8_0_14.csv,84,4.378030663416472,3.6410183906555176,0.0009385565645061,26.11536026000977,17.752504497831,30.29881156468851
mistral-7b-instruct-v0.1@q8_0_140.csv,289,4.159723627623978,3.5050196647644043,7.37824448151514e-05,23.315616607666016,10.956692140119573,20.692377323280525
mistral-7b-instruct-v0.1@q8_0_141.csv,329,3.6113116693764176,2.548407077789306,0.0002113821683451,26.14037322998047,12.01418428816168,23.551552317517306
