filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise
llama-2-7b@q8_0_0.csv,241,4.082566772841682,3.3942999839782715,0.0011808860581368,20.355558395385746,11.877316799951576,20.163239952392367
llama-2-7b@q8_0_1.csv,1023,3.92849600471547,3.4015700817108154,7.739239663351327e-06,22.4699821472168,9.555294299168564,19.82198147558176
llama-2-7b@q8_0_10.csv,160,4.4420780310312695,3.5249178409576416,0.0011731405975297,17.6633243560791,14.085977267103214,25.38338089628256
llama-2-7b@q8_0_100.csv,374,3.5758620118561115,2.5363612174987797,1.203879037348088e-06,24.864452362060547,13.575367418764081,24.055197521127724
llama-2-7b@q8_0_101.csv,376,3.8980033605723023,2.7988667488098145,5.142372901900672e-05,24.39212989807129,16.421480288917206,31.03452847182703
llama-2-7b@q8_0_102.csv,39,4.996725477051372,4.517378807067871,0.006102277431637,20.194454193115234,16.23858555108019,38.02705032582288
llama-2-7b@q8_0_103.csv,1023,4.191342363121025,3.625236034393311,0.0002792408631648,23.400535583496094,12.264660885512123,23.329825382063344
llama-2-7b@q8_0_104.csv,1023,3.0191150469983334,1.5235422849655151,1.2554788554552944e-05,23.623241424560547,14.060302904345335,20.873291829875594
llama-2-7b@q8_0_105.csv,60,4.48763012746543,3.289067029953003,0.000676566385664,29.706737518310547,23.84977402517511,50.881155580373374
llama-2-7b@q8_0_106.csv,546,3.5521234203464327,2.8994051218032837,0.0002606632479,19.87129211425781,9.951384922626604,18.843920486129417
llama-2-7b@q8_0_107.csv,165,4.426395470123724,3.179914712905884,0.000351317343302,22.42970466613769,16.817596484670425,32.212273500412024
llama-2-7b@q8_0_108.csv,120,4.866777789454015,3.1502625942230225,0.001252835500054,19.57918930053711,24.565801465757993,43.25978466980965
llama-2-7b@q8_0_109.csv,50,4.83811408765614,3.7820475101470947,0.0093803517520427,13.051505088806152,13.915777986402036,27.324965398288565
llama-2-7b@q8_0_11.csv,292,3.981904972811893,3.23667049407959,0.0039430120959877,30.229877471923828,12.276381856487578,27.424843997926953
llama-2-7b@q8_0_110.csv,48,3.8954505038679295,2.4186618328094482,0.0004147957952227,17.072071075439453,15.01454986861461,21.070671714987952
llama-2-7b@q8_0_111.csv,1023,4.38300381957474,3.365827798843384,0.0001102450914913,33.39653396606445,19.077177961102407,34.930477154019364
llama-2-7b@q8_0_112.csv,186,3.841195978192367,2.7238675355911255,2.9925291528343223e-05,24.4082088470459,15.77056294455874,28.317822881404247
llama-2-7b@q8_0_113.csv,419,4.23352203979533,3.664376735687256,2.579762804089114e-05,24.05026626586914,11.331695674683868,21.249002874063024
llama-2-7b@q8_0_114.csv,282,3.6437188902521402,2.9016149044036865,0.0009900998556986,20.26649284362793,10.680497185993014,21.579481505089348
llama-2-7b@q8_0_115.csv,47,4.270470980706473,3.094895124435425,1.203879037348088e-06,19.76325416564941,24.50973135473956,49.0644398726594
llama-2-7b@q8_0_116.csv,69,6.14403181458297,4.947203159332275,0.0248574316501617,17.375165939331055,18.953597217651765,28.512477525091388
llama-2-7b@q8_0_117.csv,53,7.316467575641033,6.645640850067139,0.0128223104402422,28.451589584350582,32.326951096853044,60.40266135244926
llama-2-7b@q8_0_118.csv,293,4.451198665042772,3.660500526428223,1.2038835848215967e-05,25.869462966918945,15.609257167942067,31.62755295515669
llama-2-7b@q8_0_119.csv,195,4.965610335596526,3.946521043777466,0.0013982083182781,19.87423324584961,19.404173173951826,34.14944489586963
llama-2-7b@q8_0_12.csv,157,4.015240280184597,3.112701892852783,6.329100142465904e-05,21.088211059570312,15.617288761049704,28.223967557521608
llama-2-7b@q8_0_120.csv,1023,3.547797225141162,2.33169174194336,9.700147347757591e-05,23.67292213439941,15.24648057348623,24.680870757921625
llama-2-7b@q8_0_121.csv,1023,3.761832728465315,2.6630449295043945,3.0269264243543148e-05,23.6859188079834,16.972118430814575,27.96203891701757
llama-2-7b@q8_0_122.csv,130,4.9705490442346605,3.996549606323242,0.0001670048222877,23.874622344970703,20.8339387066366,37.80216540505206
llama-2-7b@q8_0_123.csv,326,3.537235360572606,2.7604589462280273,0.0005160402506589,18.062328338623047,9.490582196898027,18.211224211643
llama-2-7b@q8_0_124.csv,869,3.216582563572029,2.332025051116944,9.476554987486452e-05,24.759017944335938,12.163115055904727,22.317313722084094
llama-2-7b@q8_0_125.csv,132,5.554429614538094,4.7176477909088135,0.0015576275764033,20.351545333862305,21.557339499510743,37.82741526516321
llama-2-7b@q8_0_126.csv,490,4.466424269502876,3.9067317247390747,5.899125608266331e-05,34.735389709472656,15.53540666226425,27.55220393471842
llama-2-7b@q8_0_127.csv,920,4.173016777205819,3.5642095804214478,2.9925291528343223e-05,24.96473693847656,14.080486817979418,28.798782388789036
llama-2-7b@q8_0_128.csv,1023,4.1590888228565355,3.197847604751587,0.0008534583030268,26.249292373657227,17.06110283215689,29.978615664009656
llama-2-7b@q8_0_129.csv,399,3.769483849593703,2.6761162281036377,0.0002721882192417,29.67649269104004,15.670407334464956,29.242786439541113
llama-2-7b@q8_0_13.csv,405,3.890666913543684,3.1724538803100586,0.0007506415713578,14.949899673461914,11.385505545438628,21.355760588824893
llama-2-7b@q8_0_130.csv,258,4.863632077674287,3.8941783905029297,0.0048810322768986,25.545726776123047,17.339124744808316,28.913815243076954
llama-2-7b@q8_0_131.csv,406,3.5672219331082924,2.792501211166382,0.0002737363683991,24.943153381347656,10.756321413184937,20.586466408460215
llama-2-7b@q8_0_132.csv,126,5.007047982727055,4.526002883911133,0.0008877035579644,19.626245498657227,17.328169699938062,33.916606352807285
llama-2-7b@q8_0_133.csv,591,4.0980623530693965,3.3640575408935547,0.0005339329363778,23.16022109985352,13.259733417255077,21.635723858630925
llama-2-7b@q8_0_134.csv,50,5.046980071812868,4.732414722442627,0.056078553199768,15.4881591796875,12.937029924397628,15.821681442008769
llama-2-7b@q8_0_135.csv,46,5.165874025389633,3.9811493158340454,0.0068323411978781,20.13994789123535,20.3354847388684,34.54782821132277
llama-2-7b@q8_0_136.csv,148,5.0104203896555335,4.428761959075928,0.0001745729532558,17.017751693725586,14.998483458109074,31.95166622432779
llama-2-7b@q8_0_137.csv,210,4.2277359064211115,3.567482113838196,1.1866851309605408e-05,20.091583251953125,14.926836373502521,30.63101272905811
llama-2-7b@q8_0_138.csv,568,3.91882328461489,3.18767249584198,3.198912600055337e-05,21.83491516113281,11.31515859392537,22.31688255721246
llama-2-7b@q8_0_139.csv,492,3.2759958193920187,1.7790961265563965,0.0003363512805663,19.67328643798828,15.970155461474631,20.00566052459184
llama-2-7b@q8_0_14.csv,404,3.676543368940503,3.039977550506592,0.0007378222071565,25.924951553344727,13.036646275897299,22.395026013237242
llama-2-7b@q8_0_140.csv,624,4.003821740934327,3.0918909311294556,1.203879037348088e-06,22.67703437805176,13.640509170242957,24.689226034363905
llama-2-7b@q8_0_141.csv,88,4.826037204202624,4.084475040435791,0.0012672946322709,28.327795028686523,18.08318872683179,37.33660127840655
llama-2-7b@q8_0_142.csv,1023,3.9788609250806726,3.38259220123291,7.722227746853605e-05,20.3006534576416,12.228417113755642,25.20048945474988
llama-2-7b@q8_0_143.csv,829,4.032980112533551,3.528695821762085,0.0004331173258833,17.459083557128906,9.971657565044339,20.951521596670645
llama-2-7b@q8_0_144.csv,54,5.506733574898034,4.3271989822387695,0.0008720435434952,15.716663360595703,18.41827235680881,43.440228093080314
llama-2-7b@q8_0_145.csv,369,4.27106117292421,3.690242290496826,0.0001037092661135,26.09703063964844,14.057738654996282,26.01903078167019
llama-2-7b@q8_0_146.csv,776,3.000068228415761,1.9378879070281982,7.395443390123546e-05,32.170501708984375,12.686536231297367,19.202350311889678
llama-2-7b@q8_0_147.csv,95,4.826850711867998,3.507132053375244,0.0049847476184368,22.20392799377441,20.10667676292014,31.774289424495883
llama-2-7b@q8_0_148.csv,999,4.217433972751243,3.468480348587036,7.533036841778085e-05,20.57701301574707,14.202609225677623,26.73936656364512
llama-2-7b@q8_0_149.csv,1023,3.8409395074280623,3.301843643188477,0.000116780945973,18.36861991882324,10.590152657941944,18.89718770209566
llama-2-7b@q8_0_15.csv,1023,4.580739340112258,3.406416893005371,3.439657120907213e-06,21.72110366821289,18.85908161722317,37.02299915581278
llama-2-7b@q8_0_150.csv,379,4.530430877036866,3.748775005340576,0.0003502851759549,23.63985252380371,15.27538575180533,30.887236665281822
llama-2-7b@q8_0_151.csv,354,3.851873450919112,3.4381067752838135,8.152207738021389e-05,22.04134750366211,9.729332503521366,20.155445342405336
llama-2-7b@q8_0_152.csv,212,4.382779509175947,3.7795815467834473,8.599134844189393e-07,29.128267288208008,14.227526291155147,30.09160657885123
llama-2-7b@q8_0_153.csv,333,4.1731630607202135,3.4545791149139404,1.3070740351395216e-05,29.37973403930664,13.977361926970067,24.906472465331838
llama-2-7b@q8_0_154.csv,680,3.49302226271408,2.2215360403060913,0.0002143063029507,23.68358421325684,14.864862881157611,22.061371805309708
llama-2-7b@q8_0_155.csv,721,3.9615738701852603,3.23734188079834,0.0016830576350912,21.10172462463379,11.228278441080077,22.15705125465427
llama-2-7b@q8_0_156.csv,122,5.145288725276707,4.203623294830322,0.0113656688481569,22.930809020996094,16.619751867118254,29.15688134832917
llama-2-7b@q8_0_157.csv,1023,3.6403208644474314,3.0624258518218994,0.0001633927749935,25.921123504638672,9.705269076421136,19.931282328873415
llama-2-7b@q8_0_158.csv,1023,1.432400702587557,0.0068953279405832,2.442174263705965e-05,33.41736602783203,10.475623963759869,10.551913987016421
llama-2-7b@q8_0_159.csv,47,5.040685756727397,4.235122203826904,0.0001912573789013,20.34074592590332,19.856500809650925,43.17050995295788
llama-2-7b@q8_0_16.csv,1023,4.021571021402484,3.436766624450684,1.6854397472343408e-05,18.89496421813965,9.761503320370021,20.116667707288375
llama-2-7b@q8_0_160.csv,863,3.7837105441554395,3.145923614501953,9.166966628981754e-05,22.829275131225582,9.879654159708025,20.293007918683507
llama-2-7b@q8_0_161.csv,274,4.608718215032433,3.801857590675354,0.0043293596245348,22.037973403930664,14.98075859235791,30.04842953385868
llama-2-7b@q8_0_162.csv,481,4.09492095759714,3.446528196334839,0.0003315346548333,23.84342193603516,13.51927503347213,24.54709247317178
llama-2-7b@q8_0_163.csv,468,3.9422404550165147,2.613855719566345,0.000101989317045,23.46076393127441,18.227812484244144,34.02405748896014
llama-2-7b@q8_0_164.csv,98,5.300831732006354,4.069772720336914,0.0008383149979636,16.48538589477539,19.986529608096312,33.76217832238499
llama-2-7b@q8_0_165.csv,218,5.400039698630597,4.966544151306152,5.2111685363342986e-05,27.630393981933597,17.605438849361114,35.283518196507096
llama-2-7b@q8_0_166.csv,387,3.9283393024079745,3.161184310913086,4.162040204391815e-05,25.639793395996094,12.624078550846066,25.19137813737111
llama-2-7b@q8_0_167.csv,800,3.7047707383806117,2.968661904335022,0.0003163967921864,23.84284400939941,12.145033359345922,21.547145632896928
llama-2-7b@q8_0_168.csv,136,3.9921548006985925,3.306815028190613,0.0012929427903145,19.56577491760254,13.74690931904638,29.42908242608068
llama-2-7b@q8_0_169.csv,157,4.09830050789499,3.0941503047943115,0.0006054199766367,23.945087432861328,15.385810346929448,28.909175805401098
llama-2-7b@q8_0_17.csv,425,3.5095197712134754,1.956392884254456,7.326647028094158e-05,18.354625701904297,16.05997876471725,28.7740552660255
llama-2-7b@q8_0_170.csv,423,4.1712588370188985,3.2917869091033936,0.000447396247182,20.024473190307617,12.087905614323363,22.64366101434732
llama-2-7b@q8_0_171.csv,1023,3.7012807965702352,2.8810529708862305,0.0001224568404722,23.290674209594727,11.21921260605314,21.157265683644823
llama-2-7b@q8_0_172.csv,217,4.315409698585812,2.93975043296814,0.0004630516050383,19.688257217407227,17.48139351646271,28.668634663295375
llama-2-7b@q8_0_173.csv,408,3.688650466799385,2.850103497505188,0.0002172304375562,21.66095542907715,13.495189205661045,22.23901674615715
llama-2-7b@q8_0_174.csv,349,2.2108652262239223,0.0280072074383497,5.933523425483145e-05,17.06732749938965,14.469265215722695,14.955311897329056
llama-2-7b@q8_0_175.csv,749,4.113484179896075,3.348402500152588,0.0012683274690061,26.934520721435547,11.845469292700258,21.75626884209179
