token,surprisal
 first,7.7072649002075195
 thing,3.870577335357666
 to,2.891223430633545
 remember,4.005265712738037
 when,3.8886356353759766
 filing,12.154897689819336
 things,12.672953605651855
 according,13.552666664123535
 to,0.0039004168938845396
 any,9.30989933013916
 rules,4.8861846923828125
 or,3.813883066177368
 law,8.051889419555664
 is,0.49591413140296936
 to,2.506481409072876
 keep,4.644014358520508
 everything,5.720627307891846
 organized,6.602362632751465
.,1.8105332851409912
 For,6.160955429077148
 example,1.0920523405075073
",",0.18914981186389923
 a,5.169034957885742
 lawyer,7.086896896362305
 will,3.6456825733184814
 need,5.620807647705078
 to,0.3932383060455322
 know,3.9922001361846924
 the,2.642360210418701
 date,6.348030090332031
 the,4.274439334869385
 documents,4.952015399932861
 were,1.8947292566299438
 filed,0.9517236948013306
 for,7.198564529418945
 and,4.802296161651611
/,9.995463371276855
or,0.0007566640852019191
 where,6.09050989151001
 it,4.050774097442627
 was,0.7901907563209534
 filed,1.2552512884140015
.,0.6055090427398682
