token,surprisal
 source,10.792044639587402
 says,5.219955921173096
",",5.428780555725098
" """,1.0960251092910767
I,4.790056228637695
 am,4.332765579223633
 not,2.8504929542541504
 surprised,6.00040340423584
 by,2.8558413982391357
 her,5.69058895111084
 decision,4.736433029174805
 because,5.677633762359619
 I,2.767145872116089
 know,3.9761788845062256
 how,5.05528450012207
 she,4.426244735717773
 feels,2.0311970710754395
 about,0.8398920893669128
 him,7.579683303833008
",""",5.968998908996582
 adding,3.9313769340515137
 that,1.265596866607666
 the,3.358722448348999
 two,5.560669422149658
" """,4.922686576843262
have,2.521751642227173
 been,2.2901127338409424
 talking,6.951090335845947
"""",7.184218883514404
 about,2.0511152744293213
 marriage,8.417625427246094
 for,0.7752223610877991
 quite,6.985148906707764
 some,0.23559284210205078
 time,0.0009694478940218687
 .,10.9038724899292
 They,7.5738911628723145
 have,2.7686753273010254
 made,6.723220348358154
 no,4.258266448974609
 secret,0.8966502547264099
 of,0.2766972482204437
 their,0.3994360864162445
 growing,8.426615715026855
 love,3.5963938236236572
 after,9.892484664916992
 spending,8.32005786895752
 the,3.5908823013305664
 past,1.8314926624298096
 few,2.135988473892212
 months,1.679239273071289
 jet,15.421696662902832
 setting,14.977766990661621
 around,9.575942993164062
 the,1.489946961402893
 world,1.971319556236267
 together,4.38886022567749
.,1.221397876739502
 And,7.410909175872803
 one,7.583461761474609
 of,1.4337443113327026
 Michelle,13.837027549743652
 Rodriguez,12.595441818237305
's,0.23507507145404816
 closest,4.792418003082275
 confid,4.236318111419678
ants,0.8683469295501709
 has,3.80708909034729
 revealed,5.494067668914795
 that,1.291482925415039
 the,3.3918910026550293
 two,1.7088717222213745
 are,2.6209726333618164
 engaged,6.566218376159668
 to,3.0306079387664795
 be,2.8029823303222656
 married,0.8995054364204407
"

",14.229257583618164
