token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",1320, That,-7.874046,7.874046,llama-2-7b@q8_0_157.txt
1320, That,338,'s,-1.363975,1.363975,llama-2-7b@q8_0_157.txt
338,'s,407, not,-2.8954344,2.8954344,llama-2-7b@q8_0_157.txt
407, not,257, a,-2.368153,2.368153,llama-2-7b@q8_0_157.txt
257, a,1917, problem,-3.0295205,3.0295205,llama-2-7b@q8_0_157.txt
1917, problem,5145, !,-9.182771,9.182771,llama-2-7b@q8_0_157.txt
5145, !,366," """,-3.6003442,3.6003442,llama-2-7b@q8_0_157.txt
366," """,198,"
",-2.1435452,2.1435452,llama-2-7b@q8_0_157.txt
198,"
",198,"
",-0.022823153,0.022823153,llama-2-7b@q8_0_157.txt
198,"
",1,"""",-1.363524,1.363524,llama-2-7b@q8_0_157.txt
1,"""",1002, If,-4.224165,4.224165,llama-2-7b@q8_0_157.txt
1002, If,345, you,-0.970968,0.970968,llama-2-7b@q8_0_157.txt
345, you,2666, leave,-5.9194613,5.9194613,llama-2-7b@q8_0_157.txt
2666, leave,878, before,-5.9083986,5.9083986,llama-2-7b@q8_0_157.txt
878, before,262, the,-1.7283171,1.7283171,llama-2-7b@q8_0_157.txt
262, the,1110, day,-5.825076,5.825076,llama-2-7b@q8_0_157.txt
1110, day,318, is,-1.3424071,1.3424071,llama-2-7b@q8_0_157.txt
318, is,625, over,-0.6292287,0.6292287,llama-2-7b@q8_0_157.txt
625, over,11,",",-0.40734518,0.40734518,llama-2-7b@q8_0_157.txt
11,",",356, we,-3.731481,3.731481,llama-2-7b@q8_0_157.txt
356, we,1183,'ll,-1.1121601,1.1121601,llama-2-7b@q8_0_157.txt
1183,'ll,1011, take,-3.6125793,3.6125793,llama-2-7b@q8_0_157.txt
1011, take,326, that,-4.1565533,4.1565533,llama-2-7b@q8_0_157.txt
326, that,1497, away,-2.9373493,2.9373493,llama-2-7b@q8_0_157.txt
1497, away,422, from,-1.2782638,1.2782638,llama-2-7b@q8_0_157.txt
422, from,345, you,-0.06795244,0.06795244,llama-2-7b@q8_0_157.txt
345, you,355, as,-4.817813,4.817813,llama-2-7b@q8_0_157.txt
355, as,880, well,-0.4005327,0.4005327,llama-2-7b@q8_0_157.txt
880, well,13,.,-1.0980601,1.0980601,llama-2-7b@q8_0_157.txt
13,.,366," """,-0.8604221,0.8604221,llama-2-7b@q8_0_157.txt
366," """,198,"
",-0.28834,0.28834,llama-2-7b@q8_0_157.txt
198,"
",198,"
",-0.00027128353,0.00027128353,llama-2-7b@q8_0_157.txt
