token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",4162, Why,-9.697354,9.697354,llama-2-7b@q8_0_49.txt
4162, Why,407, not,-2.8824558,2.8824558,llama-2-7b@q8_0_49.txt
407, not,5633, ?,-6.461857,6.461857,llama-2-7b@q8_0_49.txt
5633, ?,366," """,-3.0914788,3.0914788,llama-2-7b@q8_0_49.txt
366," """,198,"
",-3.3409598,3.3409598,llama-2-7b@q8_0_49.txt
198,"
",198,"
",-0.0067009027,0.0067009027,llama-2-7b@q8_0_49.txt
198,"
",1,"""",-1.311427,1.311427,llama-2-7b@q8_0_49.txt
1,"""",3894, Well,-5.471096,5.471096,llama-2-7b@q8_0_49.txt
3894, Well,837," ,",-3.5855112,3.5855112,llama-2-7b@q8_0_49.txt
837," ,",780, because,-5.0978603,5.0978603,llama-2-7b@q8_0_49.txt
780, because,356, we,-2.8336449,2.8336449,llama-2-7b@q8_0_49.txt
356, we,1541, already,-4.0452533,4.0452533,llama-2-7b@q8_0_49.txt
1541, already,423, have,-1.0919018,1.0919018,llama-2-7b@q8_0_49.txt
423, have,2130, someone,-6.356365,6.356365,llama-2-7b@q8_0_49.txt
2130, someone,508, who,-1.7060548,1.7060548,llama-2-7b@q8_0_49.txt
508, who,3382, wants,-4.030819,4.030819,llama-2-7b@q8_0_49.txt
3382, wants,284, to,-0.21150012,0.21150012,llama-2-7b@q8_0_49.txt
284, to,766, see,-4.4112673,4.4112673,llama-2-7b@q8_0_49.txt
766, see,340, it,-2.9736836,2.9736836,llama-2-7b@q8_0_49.txt
340, it,764, .,-4.450412,4.450412,llama-2-7b@q8_0_49.txt
764, .,366," """,-1.0083514,1.0083514,llama-2-7b@q8_0_49.txt
366," """,198,"
",-0.4164677,0.4164677,llama-2-7b@q8_0_49.txt
198,"
",198,"
",-0.00029785963,0.00029785963,llama-2-7b@q8_0_49.txt
198,"
",1,"""",-0.42350256,0.42350256,llama-2-7b@q8_0_49.txt
1,"""",1649, When,-5.8861523,5.8861523,llama-2-7b@q8_0_49.txt
1649, When,857, does,-4.8213415,4.8213415,llama-2-7b@q8_0_49.txt
857, does,339, he,-2.3121676,2.3121676,llama-2-7b@q8_0_49.txt
