token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",2399, His,-9.332748,9.332748,llama-2-7b@q8_0_236.txt
2399, His,31845, grandson,-8.29053,8.29053,llama-2-7b@q8_0_236.txt
31845, grandson,481, will,-5.380279,5.380279,llama-2-7b@q8_0_236.txt
481, will,16955, inherit,-4.2844195,4.2844195,llama-2-7b@q8_0_236.txt
16955, inherit,477, all,-3.4787393,3.4787393,llama-2-7b@q8_0_236.txt
477, all,262, the,-1.1111579,1.1111579,llama-2-7b@q8_0_236.txt
262, the,1637, money,-3.313672,3.313672,llama-2-7b@q8_0_236.txt
1637, money,764, .,-7.5974417,7.5974417,llama-2-7b@q8_0_236.txt
764, .,366," """,-2.887728,2.887728,llama-2-7b@q8_0_236.txt
366," """,198,"
",-3.3642418,3.3642418,llama-2-7b@q8_0_236.txt
198,"
",198,"
",-0.024861446,0.024861446,llama-2-7b@q8_0_236.txt
198,"
",1,"""",-2.2100763,2.2100763,llama-2-7b@q8_0_236.txt
1,"""",2399, His,-4.729102,4.729102,llama-2-7b@q8_0_236.txt
2399, His,17695, grandfather,-3.6994529,3.6994529,llama-2-7b@q8_0_236.txt
17695, grandfather,373, was,-3.46491,3.46491,llama-2-7b@q8_0_236.txt
373, was,281, an,-2.9273338,2.9273338,llama-2-7b@q8_0_236.txt
281, an,6802, artist,-4.9276896,4.9276896,llama-2-7b@q8_0_236.txt
6802, artist,764, .,-3.1152284,3.1152284,llama-2-7b@q8_0_236.txt
764, .,366," """,-0.4279972,0.4279972,llama-2-7b@q8_0_236.txt
366," """,198,"
",-0.43397984,0.43397984,llama-2-7b@q8_0_236.txt
198,"
",198,"
",-0.00018726026,0.00018726026,llama-2-7b@q8_0_236.txt
198,"
",1,"""",-0.42291987,0.42291987,llama-2-7b@q8_0_236.txt
1,"""",632, It,-5.541962,5.541962,llama-2-7b@q8_0_236.txt
632, It,373, was,-1.400885,1.400885,llama-2-7b@q8_0_236.txt
373, was,257, a,-1.972285,1.972285,llama-2-7b@q8_0_236.txt
257, a,845, very,-3.1761746,3.1761746,llama-2-7b@q8_0_236.txt
845, very,5789, expensive,-5.101239,5.101239,llama-2-7b@q8_0_236.txt
5789, expensive,9965, lunch,-7.8111773,7.8111773,llama-2-7b@q8_0_236.txt
9965, lunch,764, .,-1.6376706,1.6376706,llama-2-7b@q8_0_236.txt
764, .,366," """,-0.095795155,0.095795155,llama-2-7b@q8_0_236.txt
366," """,198,"
",-0.19734575,0.19734575,llama-2-7b@q8_0_236.txt
198,"
",198,"
",-0.0002039463,0.0002039463,llama-2-7b@q8_0_236.txt
198,"
",1,"""",-0.26585698,0.26585698,llama-2-7b@q8_0_236.txt
1,"""",679, He,-1.8097376,1.8097376,llama-2-7b@q8_0_236.txt
679, He,1839, won,-5.0102835,5.0102835,llama-2-7b@q8_0_236.txt
1839, won,470,'t,-0.83966243,0.83966243,llama-2-7b@q8_0_236.txt
470,'t,16955, inherit,-4.3175316,4.3175316,llama-2-7b@q8_0_236.txt
16955, inherit,1997, anything,-2.684897,2.684897,llama-2-7b@q8_0_236.txt
1997, anything,422, from,-3.509479,3.509479,llama-2-7b@q8_0_236.txt
422, from,465, his,-1.4533321,1.4533321,llama-2-7b@q8_0_236.txt
465, his,2802, mother,-2.5846586,2.5846586,llama-2-7b@q8_0_236.txt
2802, mother,764, .,-0.99037904,0.99037904,llama-2-7b@q8_0_236.txt
764, .,366," """,-0.07429242,0.07429242,llama-2-7b@q8_0_236.txt
366," """,198,"
",-0.08857347,0.08857347,llama-2-7b@q8_0_236.txt
198,"
",198,"
",-0.00020358874,0.00020358874,llama-2-7b@q8_0_236.txt
198,"
",1,"""",-0.22517575,0.22517575,llama-2-7b@q8_0_236.txt
1,"""",775, We,-5.4701767,5.4701767,llama-2-7b@q8_0_236.txt
775, We,389, are,-2.8727217,2.8727217,llama-2-7b@q8_0_236.txt
