token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",39544, Nope,-13.10288,13.10288,llama-2-7b@q8_0_66.txt
39544, Nope,764, .,-5.0874114,5.0874114,llama-2-7b@q8_0_66.txt
764, .,1318, There,-5.2571144,5.2571144,llama-2-7b@q8_0_66.txt
1318, There,389, are,-1.4994223,1.4994223,llama-2-7b@q8_0_66.txt
389, are,991, still,-4.006972,4.006972,llama-2-7b@q8_0_66.txt
991, still,617, some,-2.1754274,2.1754274,llama-2-7b@q8_0_66.txt
617, some,584, other,-5.01458,5.01458,llama-2-7b@q8_0_66.txt
584, other,1310, little,-6.8945265,6.8945265,llama-2-7b@q8_0_66.txt
1310, little,1243, things,-1.3868359,1.3868359,llama-2-7b@q8_0_66.txt
1243, things,314, I,-2.0743318,2.0743318,llama-2-7b@q8_0_66.txt
314, I,761, need,-2.8238509,2.8238509,llama-2-7b@q8_0_66.txt
761, need,284, to,-0.06592319,0.06592319,llama-2-7b@q8_0_66.txt
284, to,651, get,-3.2892184,3.2892184,llama-2-7b@q8_0_66.txt
651, get,290, and,-7.535494,7.535494,llama-2-7b@q8_0_66.txt
290, and,340, it,-4.4127316,4.4127316,llama-2-7b@q8_0_66.txt
340, it,561, would,-3.0324757,3.0324757,llama-2-7b@q8_0_66.txt
561, would,307, be,-0.516081,0.516081,llama-2-7b@q8_0_66.txt
307, be,835, way,-6.7259064,6.7259064,llama-2-7b@q8_0_66.txt
835, way,1365, better,-1.7303743,1.7303743,llama-2-7b@q8_0_66.txt
1365, better,611, if,-0.84723824,0.84723824,llama-2-7b@q8_0_66.txt
611, if,484, they,-2.1585016,2.1585016,llama-2-7b@q8_0_66.txt
484, they,547, were,-1.8613148,1.8613148,llama-2-7b@q8_0_66.txt
547, were,994, here,-4.8227158,4.8227158,llama-2-7b@q8_0_66.txt
994, here,13,.,-1.5006467,1.5006467,llama-2-7b@q8_0_66.txt
13,.,314, I,-2.1806803,2.1806803,llama-2-7b@q8_0_66.txt
314, I,373, was,-4.0421,4.0421,llama-2-7b@q8_0_66.txt
373, was,523, so,-4.1297545,4.1297545,llama-2-7b@q8_0_66.txt
523, so,8179, busy,-4.529158,4.529158,llama-2-7b@q8_0_66.txt
8179, busy,379, at,-4.284133,4.284133,llama-2-7b@q8_0_66.txt
379, at,262, the,-1.6841524,1.6841524,llama-2-7b@q8_0_66.txt
262, the,1910, market,-8.258328,8.258328,llama-2-7b@q8_0_66.txt
1910, market,326, that,-1.7293943,1.7293943,llama-2-7b@q8_0_66.txt
326, that,314, I,-0.32684663,0.32684663,llama-2-7b@q8_0_66.txt
314, I,1422, didn,-1.7766335,1.7766335,llama-2-7b@q8_0_66.txt
1422, didn,470,'t,-0.0006829552,0.0006829552,llama-2-7b@q8_0_66.txt
470,'t,423, have,-2.3755116,2.3755116,llama-2-7b@q8_0_66.txt
423, have,640, time,-0.35158622,0.35158622,llama-2-7b@q8_0_66.txt
640, time,284, to,-0.23691913,0.23691913,llama-2-7b@q8_0_66.txt
284, to,1282, come,-5.040794,5.040794,llama-2-7b@q8_0_66.txt
1282, come,736, back,-1.3257918,1.3257918,llama-2-7b@q8_0_66.txt
736, back,329, for,-2.9929223,2.9929223,llama-2-7b@q8_0_66.txt
329, for,517, more,-2.379943,2.379943,llama-2-7b@q8_0_66.txt
517, more,2057, food,-5.223736,5.223736,llama-2-7b@q8_0_66.txt
