token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",5297,Yes,-8.237671,8.237671,mistral-7b-instruct-v0.1@q8_0_240.txt
5297,Yes,11,",",-0.595512,0.595512,mistral-7b-instruct-v0.1@q8_0_240.txt
11,",",314, I,-1.7780812,1.7780812,mistral-7b-instruct-v0.1@q8_0_240.txt
314, I,423, have,-3.2208593,3.2208593,mistral-7b-instruct-v0.1@q8_0_240.txt
423, have,257, a,-2.0415359,2.0415359,mistral-7b-instruct-v0.1@q8_0_240.txt
257, a,22526, backpack,-9.699016,9.699016,mistral-7b-instruct-v0.1@q8_0_240.txt
22526, backpack,351, with,-2.8423347,2.8423347,mistral-7b-instruct-v0.1@q8_0_240.txt
351, with,617, some,-4.1509485,4.1509485,mistral-7b-instruct-v0.1@q8_0_240.txt
617, some,8242, clothes,-4.3094554,4.3094554,mistral-7b-instruct-v0.1@q8_0_240.txt
8242, clothes,290, and,-2.300229,2.300229,mistral-7b-instruct-v0.1@q8_0_240.txt
290, and,16146, toilet,-6.202127,6.202127,mistral-7b-instruct-v0.1@q8_0_240.txt
16146, toilet,1678,ries,-0.39684328,0.39684328,mistral-7b-instruct-v0.1@q8_0_240.txt
1678,ries,287, in,-2.8779616,2.8779616,mistral-7b-instruct-v0.1@q8_0_240.txt
287, in,340, it,-0.26621285,0.26621285,mistral-7b-instruct-v0.1@q8_0_240.txt
340, it,13,.,-1.1146507,1.1146507,mistral-7b-instruct-v0.1@q8_0_240.txt
13,.,2141, Do,-5.6291103,5.6291103,mistral-7b-instruct-v0.1@q8_0_240.txt
2141, Do,345, you,-0.44193175,0.44193175,mistral-7b-instruct-v0.1@q8_0_240.txt
345, you,761, need,-2.9326649,2.9326649,mistral-7b-instruct-v0.1@q8_0_240.txt
761, need,1997, anything,-2.0223901,2.0223901,mistral-7b-instruct-v0.1@q8_0_240.txt
1997, anything,2073, else,-1.9440242,1.9440242,mistral-7b-instruct-v0.1@q8_0_240.txt
2073, else,422, from,-6.154181,6.154181,mistral-7b-instruct-v0.1@q8_0_240.txt
422, from,502, me,-0.8344546,0.8344546,mistral-7b-instruct-v0.1@q8_0_240.txt
502, me,30,?,-2.0159712,2.0159712,mistral-7b-instruct-v0.1@q8_0_240.txt
30,?,366," """,-5.0361953,5.0361953,mistral-7b-instruct-v0.1@q8_0_240.txt
366," """,198,"
",-1.929593,1.929593,mistral-7b-instruct-v0.1@q8_0_240.txt
198,"
",198,"
",-0.026828049,0.026828049,mistral-7b-instruct-v0.1@q8_0_240.txt
198,"
",1,"""",-0.9987512,0.9987512,mistral-7b-instruct-v0.1@q8_0_240.txt
1,"""",10889, Sure,-10.452311,10.452311,mistral-7b-instruct-v0.1@q8_0_240.txt
10889, Sure,11,",",-0.7683504,0.7683504,mistral-7b-instruct-v0.1@q8_0_240.txt
11,",",1309, let,-4.340007,4.340007,mistral-7b-instruct-v0.1@q8_0_240.txt
1309, let,502, me,-1.0931363,1.0931363,mistral-7b-instruct-v0.1@q8_0_240.txt
502, me,5552, grab,-4.9511003,4.9511003,mistral-7b-instruct-v0.1@q8_0_240.txt
5552, grab,257, a,-1.6461753,1.6461753,mistral-7b-instruct-v0.1@q8_0_240.txt
257, a,6131, bag,-2.4254496,2.4254496,mistral-7b-instruct-v0.1@q8_0_240.txt
6131, bag,7621, tag,-11.917984,11.917984,mistral-7b-instruct-v0.1@q8_0_240.txt
7621, tag,422, from,-2.1062622,2.1062622,mistral-7b-instruct-v0.1@q8_0_240.txt
422, from,625, over,-7.756581,7.756581,mistral-7b-instruct-v0.1@q8_0_240.txt
625, over,994, here,-1.2443864,1.2443864,mistral-7b-instruct-v0.1@q8_0_240.txt
994, here,290, and,-1.9310817,1.9310817,mistral-7b-instruct-v0.1@q8_0_240.txt
290, and,5713, secure,-8.616859,8.616859,mistral-7b-instruct-v0.1@q8_0_240.txt
5713, secure,340, it,-0.23042525,0.23042525,mistral-7b-instruct-v0.1@q8_0_240.txt
340, it,351, with,-1.5507786,1.5507786,mistral-7b-instruct-v0.1@q8_0_240.txt
351, with,534, your,-2.8022752,2.8022752,mistral-7b-instruct-v0.1@q8_0_240.txt
534, your,1438, name,-4.5116224,4.5116224,mistral-7b-instruct-v0.1@q8_0_240.txt
1438, name,13,.,-1.8226721,1.8226721,mistral-7b-instruct-v0.1@q8_0_240.txt
13,.,6952, Thank,-5.6657887,5.6657887,mistral-7b-instruct-v0.1@q8_0_240.txt
6952, Thank,345, you,-0.019930225,0.019930225,mistral-7b-instruct-v0.1@q8_0_240.txt
345, you,329, for,-2.076276,2.076276,mistral-7b-instruct-v0.1@q8_0_240.txt
329, for,534, your,-1.4574875,1.4574875,mistral-7b-instruct-v0.1@q8_0_240.txt
534, your,11113, cooperation,-3.8418498,3.8418498,mistral-7b-instruct-v0.1@q8_0_240.txt
11113, cooperation,1141, during,-5.954028,5.954028,mistral-7b-instruct-v0.1@q8_0_240.txt
1141, during,262, the,-0.9866411,0.9866411,mistral-7b-instruct-v0.1@q8_0_240.txt
262, the,14135, screening,-6.2075033,6.2075033,mistral-7b-instruct-v0.1@q8_0_240.txt
14135, screening,1429, process,-1.6308049,1.6308049,mistral-7b-instruct-v0.1@q8_0_240.txt
1429, process,526,".""",-1.6578634,1.6578634,mistral-7b-instruct-v0.1@q8_0_240.txt
526,".""",198,"
",-0.2189035,0.2189035,mistral-7b-instruct-v0.1@q8_0_240.txt
198,"
",198,"
",-0.00040189296,0.00040189296,mistral-7b-instruct-v0.1@q8_0_240.txt
198,"
",1,"""",-1.0535865,1.0535865,mistral-7b-instruct-v0.1@q8_0_240.txt
1,"""",2949,No,-3.4350848,3.4350848,mistral-7b-instruct-v0.1@q8_0_240.txt
