token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
15001,Based,319, on,-3.4398773,3.4398773,mistral-7b-instruct-v0.1@q8_0_167.txt
319, on,534, your,-4.774344,4.774344,mistral-7b-instruct-v0.1@q8_0_167.txt
534, your,13547, fitness,-9.585266,9.585266,mistral-7b-instruct-v0.1@q8_0_167.txt
13547, fitness,1241, level,-1.4319637,1.4319637,mistral-7b-instruct-v0.1@q8_0_167.txt
1241, level,290, and,-1.4408638,1.4408638,mistral-7b-instruct-v0.1@q8_0_167.txt
290, and,4661, goals,-4.904103,4.904103,mistral-7b-instruct-v0.1@q8_0_167.txt
4661, goals,11,",",-0.47962037,0.47962037,mistral-7b-instruct-v0.1@q8_0_167.txt
11,",",674, our,-4.8259487,4.8259487,mistral-7b-instruct-v0.1@q8_0_167.txt
674, our,5924, experienced,-7.521187,7.521187,mistral-7b-instruct-v0.1@q8_0_167.txt
5924, experienced,28514, trainers,-1.6099995,1.6099995,mistral-7b-instruct-v0.1@q8_0_167.txt
28514, trainers,481, will,-1.059929,1.059929,mistral-7b-instruct-v0.1@q8_0_167.txt
481, will,2251, create,-5.3173065,5.3173065,mistral-7b-instruct-v0.1@q8_0_167.txt
2251, create,257, a,-1.2310585,1.2310585,mistral-7b-instruct-v0.1@q8_0_167.txt
257, a,27571, tailored,-3.9635994,3.9635994,mistral-7b-instruct-v0.1@q8_0_167.txt
27571, tailored,17578, workout,-2.4629905,2.4629905,mistral-7b-instruct-v0.1@q8_0_167.txt
17578, workout,8027, routine,-3.1833582,3.1833582,mistral-7b-instruct-v0.1@q8_0_167.txt
8027, routine,326, that,-1.1909173,1.1909173,mistral-7b-instruct-v0.1@q8_0_167.txt
326, that,481, will,-1.2413086,1.2413086,mistral-7b-instruct-v0.1@q8_0_167.txt
481, will,1037, help,-1.6876281,1.6876281,mistral-7b-instruct-v0.1@q8_0_167.txt
1037, help,345, you,-0.1456339,0.1456339,mistral-7b-instruct-v0.1@q8_0_167.txt
345, you,4620, achieve,-2.0090902,2.0090902,mistral-7b-instruct-v0.1@q8_0_167.txt
4620, achieve,534, your,-0.73499864,0.73499864,mistral-7b-instruct-v0.1@q8_0_167.txt
534, your,10348, desired,-4.204461,4.204461,mistral-7b-instruct-v0.1@q8_0_167.txt
10348, desired,2482, results,-2.1077836,2.1077836,mistral-7b-instruct-v0.1@q8_0_167.txt
2482, results,13,.,-0.3961603,0.3961603,mistral-7b-instruct-v0.1@q8_0_167.txt
13,.,775, We,-2.8212688,2.8212688,mistral-7b-instruct-v0.1@q8_0_167.txt
775, We,2897, offer,-3.0786061,3.0786061,mistral-7b-instruct-v0.1@q8_0_167.txt
2897, offer,257, a,-1.4868144,1.4868144,mistral-7b-instruct-v0.1@q8_0_167.txt
257, a,4996, variety,-1.8376433,1.8376433,mistral-7b-instruct-v0.1@q8_0_167.txt
4996, variety,286, of,-0.00421386,0.00421386,mistral-7b-instruct-v0.1@q8_0_167.txt
286, of,13565, exercises,-3.500756,3.500756,mistral-7b-instruct-v0.1@q8_0_167.txt
13565, exercises,290, and,-1.6519874,1.6519874,mistral-7b-instruct-v0.1@q8_0_167.txt
290, and,5112, equipment,-4.532652,4.532652,mistral-7b-instruct-v0.1@q8_0_167.txt
5112, equipment,284, to,-1.1067079,1.1067079,mistral-7b-instruct-v0.1@q8_0_167.txt
284, to,4155, ensure,-3.9690087,3.9690087,mistral-7b-instruct-v0.1@q8_0_167.txt
4155, ensure,257, a,-2.8747413,2.8747413,mistral-7b-instruct-v0.1@q8_0_167.txt
257, a,9389, challenging,-5.895623,5.895623,mistral-7b-instruct-v0.1@q8_0_167.txt
9389, challenging,290, and,-2.2646174,2.2646174,mistral-7b-instruct-v0.1@q8_0_167.txt
290, and,4050, effective,-2.8120887,2.8120887,mistral-7b-instruct-v0.1@q8_0_167.txt
4050, effective,17578, workout,-0.42794997,0.42794997,mistral-7b-instruct-v0.1@q8_0_167.txt
17578, workout,6246, session,-4.325279,4.325279,mistral-7b-instruct-v0.1@q8_0_167.txt
6246, session,790, every,-5.268359,5.268359,mistral-7b-instruct-v0.1@q8_0_167.txt
790, every,640, time,-0.7069765,0.7069765,mistral-7b-instruct-v0.1@q8_0_167.txt
640, time,13,.,-0.41863596,0.41863596,mistral-7b-instruct-v0.1@q8_0_167.txt
13,.,12032, Additionally,-6.725608,6.725608,mistral-7b-instruct-v0.1@q8_0_167.txt
12032, Additionally,11,",",-0.06931833,0.06931833,mistral-7b-instruct-v0.1@q8_0_167.txt
11,",",356, we,-0.85487354,0.85487354,mistral-7b-instruct-v0.1@q8_0_167.txt
356, we,2148, provide,-2.164648,2.164648,mistral-7b-instruct-v0.1@q8_0_167.txt
2148, provide,24000, nutritional,-7.388997,7.388997,mistral-7b-instruct-v0.1@q8_0_167.txt
24000, nutritional,11154, guidance,-5.111492,5.111492,mistral-7b-instruct-v0.1@q8_0_167.txt
11154, guidance,284, to,-1.3926421,1.3926421,mistral-7b-instruct-v0.1@q8_0_167.txt
284, to,1104, support,-4.689779,4.689779,mistral-7b-instruct-v0.1@q8_0_167.txt
1104, support,534, your,-0.6814118,0.6814118,mistral-7b-instruct-v0.1@q8_0_167.txt
534, your,13547, fitness,-2.6909442,2.6909442,mistral-7b-instruct-v0.1@q8_0_167.txt
13547, fitness,7002, journey,-5.2009406,5.2009406,mistral-7b-instruct-v0.1@q8_0_167.txt
7002, journey,290, and,-1.7365551,1.7365551,mistral-7b-instruct-v0.1@q8_0_167.txt
