token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",1867, What,-8.322148,8.322148,llama-2-7b@q8_0_190.txt
1867, What,1611, kind,-3.8439987,3.8439987,llama-2-7b@q8_0_190.txt
1611, kind,286, of,-0.0055582738,0.0055582738,llama-2-7b@q8_0_190.txt
286, of,21641, paintings,-11.028542,11.028542,llama-2-7b@q8_0_190.txt
21641, paintings,857, does,-3.7433002,3.7433002,llama-2-7b@q8_0_190.txt
857, does,673, she,-3.6169312,3.6169312,llama-2-7b@q8_0_190.txt
673, she,588, like,-2.103666,2.103666,llama-2-7b@q8_0_190.txt
588, like,284, to,-1.765146,1.765146,llama-2-7b@q8_0_190.txt
284, to,466, do,-2.3194935,2.3194935,llama-2-7b@q8_0_190.txt
466, do,5633, ?,-5.841813,5.841813,llama-2-7b@q8_0_190.txt
5633, ?,366," """,-3.0454307,3.0454307,llama-2-7b@q8_0_190.txt
366," """,198,"
",-4.2371397,4.2371397,llama-2-7b@q8_0_190.txt
198,"
",198,"
",-0.033574417,0.033574417,llama-2-7b@q8_0_190.txt
198,"
",1,"""",-1.6347597,1.6347597,llama-2-7b@q8_0_190.txt
1,"""",1375, She,-3.364562,3.364562,llama-2-7b@q8_0_190.txt
1375, She,7832, likes,-1.1544639,1.1544639,llama-2-7b@q8_0_190.txt
7832, likes,1804, doing,-5.6700044,5.6700044,llama-2-7b@q8_0_190.txt
1804, doing,15061, flower,-6.886383,6.886383,llama-2-7b@q8_0_190.txt
15061, flower,290, and,-3.406956,3.406956,llama-2-7b@q8_0_190.txt
290, and,5044, animal,-4.7673116,4.7673116,llama-2-7b@q8_0_190.txt
5044, animal,21641, paintings,-0.8869265,0.8869265,llama-2-7b@q8_0_190.txt
21641, paintings,764, .,-4.144084,4.144084,llama-2-7b@q8_0_190.txt
764, .,366," """,-1.3246505,1.3246505,llama-2-7b@q8_0_190.txt
366," """,198,"
",-0.3313203,0.3313203,llama-2-7b@q8_0_190.txt
198,"
",198,"
",-0.0002485205,0.0002485205,llama-2-7b@q8_0_190.txt
198,"
",1,"""",-0.47799537,0.47799537,llama-2-7b@q8_0_190.txt
1,"""",3244, Then,-5.5952377,5.5952377,llama-2-7b@q8_0_190.txt
3244, Then,345, you,-2.9830885,2.9830885,llama-2-7b@q8_0_190.txt
345, you,836, don,-4.0196624,4.0196624,llama-2-7b@q8_0_190.txt
836, don,470,'t,-0.010076722,0.010076722,llama-2-7b@q8_0_190.txt
470,'t,761, need,-2.5805626,2.5805626,llama-2-7b@q8_0_190.txt
761, need,284, to,-0.7765896,0.7765896,llama-2-7b@q8_0_190.txt
284, to,2822, buy,-3.710997,3.710997,llama-2-7b@q8_0_190.txt
2822, buy,597, any,-2.7720566,2.7720566,llama-2-7b@q8_0_190.txt
597, any,3056, oil,-7.3403883,7.3403883,llama-2-7b@q8_0_190.txt
3056, oil,32281, paints,-4.619125,4.619125,llama-2-7b@q8_0_190.txt
32281, paints,837," ,",-4.078455,4.078455,llama-2-7b@q8_0_190.txt
837," ,",780, because,-3.0139418,3.0139418,llama-2-7b@q8_0_190.txt
780, because,340, it,-2.7286942,2.7286942,llama-2-7b@q8_0_190.txt
340, it,318, is,-2.0322552,2.0322552,llama-2-7b@q8_0_190.txt
318, is,407, not,-3.0075583,3.0075583,llama-2-7b@q8_0_190.txt
407, not,2562, easy,-5.55071,5.55071,llama-2-7b@q8_0_190.txt
2562, easy,329, for,-2.4943044,2.4943044,llama-2-7b@q8_0_190.txt
329, for,3988, kids,-7.485236,7.485236,llama-2-7b@q8_0_190.txt
3988, kids,284, to,-0.45615348,0.45615348,llama-2-7b@q8_0_190.txt
284, to,779, use,-3.4625998,3.4625998,llama-2-7b@q8_0_190.txt
779, use,606, them,-1.9124542,1.9124542,llama-2-7b@q8_0_190.txt
606, them,764, .,-2.4143803,2.4143803,llama-2-7b@q8_0_190.txt
764, .,1119, They,-6.491805,6.491805,llama-2-7b@q8_0_190.txt
1119, They,1244, might,-4.9445343,4.9445343,llama-2-7b@q8_0_190.txt
1244, might,772, even,-3.3670087,3.3670087,llama-2-7b@q8_0_190.txt
772, even,651, get,-3.0200205,3.0200205,llama-2-7b@q8_0_190.txt
651, get,5938, hurt,-4.4375863,4.4375863,llama-2-7b@q8_0_190.txt
5938, hurt,611, if,-2.2289333,2.2289333,llama-2-7b@q8_0_190.txt
611, if,484, they,-0.3720532,0.3720532,llama-2-7b@q8_0_190.txt
484, they,389, are,-2.4535813,2.4535813,llama-2-7b@q8_0_190.txt
389, are,36138, careless,-4.2801986,4.2801986,llama-2-7b@q8_0_190.txt
36138, careless,764, .,-1.7231514,1.7231514,llama-2-7b@q8_0_190.txt
764, .,843, And,-5.147657,5.147657,llama-2-7b@q8_0_190.txt
843, And,612, there,-3.581718,3.581718,llama-2-7b@q8_0_190.txt
612, there,338,'s,-2.9653397,2.9653397,llama-2-7b@q8_0_190.txt
338,'s,645, no,-1.6448969,1.6448969,llama-2-7b@q8_0_190.txt
645, no,761, need,-3.033388,3.033388,llama-2-7b@q8_0_190.txt
761, need,284, to,-0.43480262,0.43480262,llama-2-7b@q8_0_190.txt
284, to,2822, buy,-1.348701,1.348701,llama-2-7b@q8_0_190.txt
2822, buy,257, a,-3.0146222,3.0146222,llama-2-7b@q8_0_190.txt
257, a,1588, large,-4.7049065,4.7049065,llama-2-7b@q8_0_190.txt
1588, large,900, set,-5.04801,5.04801,llama-2-7b@q8_0_190.txt
900, set,286, of,-0.14821462,0.14821462,llama-2-7b@q8_0_190.txt
286, of,1660, water,-5.4922733,5.4922733,llama-2-7b@q8_0_190.txt
1660, water,3124, color,-6.825607,6.825607,llama-2-7b@q8_0_190.txt
3124, color,5621, sets,-7.1439,7.1439,llama-2-7b@q8_0_190.txt
5621, sets,2035, either,-5.3517785,5.3517785,llama-2-7b@q8_0_190.txt
2035, either,764, .,-0.7982237,0.7982237,llama-2-7b@q8_0_190.txt
764, .,366," """,-0.54121995,0.54121995,llama-2-7b@q8_0_190.txt
366," """,198,"
",-0.1314343,0.1314343,llama-2-7b@q8_0_190.txt
198,"
",198,"
",-0.00025555206,0.00025555206,llama-2-7b@q8_0_190.txt
198,"
",1,"""",-0.32317054,0.32317054,llama-2-7b@q8_0_190.txt
1,"""",16123, Really,-6.528519,6.528519,llama-2-7b@q8_0_190.txt
16123, Really,5633, ?,-1.5543807,1.5543807,llama-2-7b@q8_0_190.txt
5633, ?,314, I,-3.5047443,3.5047443,llama-2-7b@q8_0_190.txt
314, I,2982, heard,-5.3338966,5.3338966,llama-2-7b@q8_0_190.txt
2982, heard,326, that,-1.7562007,1.7562007,llama-2-7b@q8_0_190.txt
326, that,777, these,-6.058133,6.058133,llama-2-7b@q8_0_190.txt
777, these,389, are,-1.6188812,1.6188812,llama-2-7b@q8_0_190.txt
389, are,262, the,-2.5231535,2.5231535,llama-2-7b@q8_0_190.txt
262, the,1266, best,-2.4739294,2.4739294,llama-2-7b@q8_0_190.txt
1266, best,3392, ones,-3.1227782,3.1227782,llama-2-7b@q8_0_190.txt
3392, ones,329, for,-2.018176,2.018176,llama-2-7b@q8_0_190.txt
329, for,3988, kids,-2.4288535,2.4288535,llama-2-7b@q8_0_190.txt
3988, kids,764, .,-1.4425211,1.4425211,llama-2-7b@q8_0_190.txt
764, .,366," """,-0.3897512,0.3897512,llama-2-7b@q8_0_190.txt
366," """,198,"
",-0.09511835,0.09511835,llama-2-7b@q8_0_190.txt
198,"
",198,"
",-0.00021264676,0.00021264676,llama-2-7b@q8_0_190.txt
198,"
",1,"""",-0.16705868,0.16705868,llama-2-7b@q8_0_190.txt
1,"""",3363, Yes,-4.749124,4.749124,llama-2-7b@q8_0_190.txt
3363, Yes,837," ,",-2.3546712,2.3546712,llama-2-7b@q8_0_190.txt
837," ,",475, but,-1.923736,1.923736,llama-2-7b@q8_0_190.txt
475, but,3988, kids,-6.261143,6.261143,llama-2-7b@q8_0_190.txt
3988, kids,460, can,-2.4691472,2.4691472,llama-2-7b@q8_0_190.txt
460, can,466, do,-3.0187793,3.0187793,llama-2-7b@q8_0_190.txt
466, do,4950, beautiful,-6.9310102,6.9310102,llama-2-7b@q8_0_190.txt
4950, beautiful,21641, paintings,-1.9272996,1.9272996,llama-2-7b@q8_0_190.txt
21641, paintings,1262, using,-5.085644,5.085644,llama-2-7b@q8_0_190.txt
1262, using,655, just,-4.677779,4.677779,llama-2-7b@q8_0_190.txt
655, just,530, one,-2.7988257,2.7988257,llama-2-7b@q8_0_190.txt
530, one,393, or,-2.879144,2.879144,llama-2-7b@q8_0_190.txt
393, or,734, two,-0.21259385,0.21259385,llama-2-7b@q8_0_190.txt
734, two,7577, colors,-1.4459025,1.4459025,llama-2-7b@q8_0_190.txt
7577, colors,287, in,-4.4674473,4.4674473,llama-2-7b@q8_0_190.txt
287, in,1402, small,-6.409631,6.409631,llama-2-7b@q8_0_190.txt
1402, small,16472, containers,-6.061616,6.061616,llama-2-7b@q8_0_190.txt
16472, containers,290, and,-3.3960586,3.3960586,llama-2-7b@q8_0_190.txt
290, and,36377, brushes,-5.6308184,5.6308184,llama-2-7b@q8_0_190.txt
36377, brushes,13,.,-1.6083486,1.6083486,llama-2-7b@q8_0_190.txt
13,.,921, You,-3.7433302,3.7433302,llama-2-7b@q8_0_190.txt
921, You,836, don,-2.4379544,2.4379544,llama-2-7b@q8_0_190.txt
836, don,470,'t,-0.0021651178,0.0021651178,llama-2-7b@q8_0_190.txt
470,'t,423, have,-1.9221746,1.9221746,llama-2-7b@q8_0_190.txt
423, have,284, to,-0.017451541,0.017451541,llama-2-7b@q8_0_190.txt
284, to,2822, buy,-1.1805694,1.1805694,llama-2-7b@q8_0_190.txt
2822, buy,5789, expensive,-4.846138,4.846138,llama-2-7b@q8_0_190.txt
5789, expensive,32281, paints,-2.0693521,2.0693521,llama-2-7b@q8_0_190.txt
32281, paints,290, and,-2.979501,2.979501,llama-2-7b@q8_0_190.txt
290, and,257, a,-5.289595,5.289595,llama-2-7b@q8_0_190.txt
257, a,2187, whole,-4.3556376,4.3556376,llama-2-7b@q8_0_190.txt
2187, whole,900, set,-2.2256699,2.2256699,llama-2-7b@q8_0_190.txt
900, set,286, of,-0.17667632,0.17667632,llama-2-7b@q8_0_190.txt
286, of,36377, brushes,-0.39919293,0.39919293,llama-2-7b@q8_0_190.txt
36377, brushes,764, .,-1.8377576,1.8377576,llama-2-7b@q8_0_190.txt
764, .,921, You,-3.3538308,3.3538308,llama-2-7b@q8_0_190.txt
921, You,760, know,-6.405619,6.405619,llama-2-7b@q8_0_190.txt
760, know,644, what,-1.5379527,1.5379527,llama-2-7b@q8_0_190.txt
644, what,5633, ?,-2.6208842,2.6208842,llama-2-7b@q8_0_190.txt
5633, ?,1002, If,-3.1761892,3.1761892,llama-2-7b@q8_0_190.txt
1002, If,345, you,-0.39232638,0.39232638,llama-2-7b@q8_0_190.txt
345, you,1577, give,-5.4817905,5.4817905,llama-2-7b@q8_0_190.txt
1577, give,534, your,-2.4677792,2.4677792,llama-2-7b@q8_0_190.txt
534, your,41803, niece,-8.768278,8.768278,llama-2-7b@q8_0_190.txt
41803, niece,281, an,-3.4816704,3.4816704,llama-2-7b@q8_0_190.txt
281, an,6565, empty,-6.2088523,6.2088523,llama-2-7b@q8_0_190.txt
6565, empty,5405, glass,-4.612521,4.612521,llama-2-7b@q8_0_190.txt
5405, glass,9294, bottle,-2.0880718,2.0880718,llama-2-7b@q8_0_190.txt
9294, bottle,11,",",-2.5527496,2.5527496,llama-2-7b@q8_0_190.txt
11,",",673, she,-0.59044236,0.59044236,llama-2-7b@q8_0_190.txt
673, she,714, could,-4.2904863,4.2904863,llama-2-7b@q8_0_190.txt
714, could,779, use,-1.9109577,1.9109577,llama-2-7b@q8_0_190.txt
779, use,340, it,-1.2614505,1.2614505,llama-2-7b@q8_0_190.txt
340, it,355, as,-2.363597,2.363597,llama-2-7b@q8_0_190.txt
355, as,281, an,-2.5951376,2.5951376,llama-2-7b@q8_0_190.txt
281, an,3056, oil,-2.3127966,2.3127966,llama-2-7b@q8_0_190.txt
3056, oil,12036, painting,-0.55726653,0.55726653,llama-2-7b@q8_0_190.txt
12036, painting,9290, container,-5.5785675,5.5785675,llama-2-7b@q8_0_190.txt
9290, container,2427, instead,-3.6454449,3.6454449,llama-2-7b@q8_0_190.txt
2427, instead,764, .,-2.278872,2.278872,llama-2-7b@q8_0_190.txt
764, .,843, And,-3.6715295,3.6715295,llama-2-7b@q8_0_190.txt
843, And,611, if,-2.3043652,2.3043652,llama-2-7b@q8_0_190.txt
611, if,673, she,-0.7947093,0.7947093,llama-2-7b@q8_0_190.txt
673, she,3382, wants,-2.2615538,2.2615538,llama-2-7b@q8_0_190.txt
3382, wants,284, to,-0.4827773,0.4827773,llama-2-7b@q8_0_190.txt
284, to,7521, paint,-1.820115,1.820115,llama-2-7b@q8_0_190.txt
7521, paint,351, with,-2.6505466,2.6505466,llama-2-7b@q8_0_190.txt
351, with,1660, water,-3.1194677,3.1194677,llama-2-7b@q8_0_190.txt
1660, water,7577, colors,-1.9536769,1.9536769,llama-2-7b@q8_0_190.txt
7577, colors,837," ,",-2.4683738,2.4683738,llama-2-7b@q8_0_190.txt
837," ,",257, a,-5.58353,5.58353,llama-2-7b@q8_0_190.txt
257, a,1402, small,-3.6758559,3.6758559,llama-2-7b@q8_0_190.txt
