token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",10910,Ah,-9.6500435,9.6500435,llama-2-7b-chat@q8_0_127.txt
10910,Ah,11,",",-0.5995123,0.5995123,llama-2-7b-chat@q8_0_127.txt
11,",",314, I,-2.620946,2.620946,llama-2-7b-chat@q8_0_127.txt
314, I,766, see,-1.6973176,1.6973176,llama-2-7b-chat@q8_0_127.txt
766, see,13,.,-0.9522851,0.9522851,llama-2-7b-chat@q8_0_127.txt
13,.,1406, So,-2.9757802,2.9757802,llama-2-7b-chat@q8_0_127.txt
1406, So,11,",",-1.790879,1.790879,llama-2-7b-chat@q8_0_127.txt
11,",",644, what,-2.7079463,2.7079463,llama-2-7b-chat@q8_0_127.txt
644, what,466, do,-1.8193245,1.8193245,llama-2-7b-chat@q8_0_127.txt
466, do,345, you,-0.1630986,0.1630986,llama-2-7b-chat@q8_0_127.txt
345, you,892, think,-0.8889122,0.8889122,llama-2-7b-chat@q8_0_127.txt
892, think,286, of,-1.8695501,1.8695501,llama-2-7b-chat@q8_0_127.txt
286, of,262, the,-1.6485163,1.6485163,llama-2-7b-chat@q8_0_127.txt
262, the,1664, company,-7.0777216,7.0777216,llama-2-7b-chat@q8_0_127.txt
1664, company,523, so,-6.5843287,6.5843287,llama-2-7b-chat@q8_0_127.txt
523, so,1290, far,-0.08115824,0.08115824,llama-2-7b-chat@q8_0_127.txt
1290, far,1701,"?""",-0.4803248,0.4803248,llama-2-7b-chat@q8_0_127.txt
1701,"?""",198,"
",-0.62994474,0.62994474,llama-2-7b-chat@q8_0_127.txt
198,"
",198,"
",-0.016916504,0.016916504,llama-2-7b-chat@q8_0_127.txt
198,"
",1,"""",-0.6478881,0.6478881,llama-2-7b-chat@q8_0_127.txt
1,"""",5812,Oh,-3.471787,3.471787,llama-2-7b-chat@q8_0_127.txt
5812,Oh,11,",",-0.33095115,0.33095115,llama-2-7b-chat@q8_0_127.txt
11,",",3608, cool,-6.9823756,6.9823756,llama-2-7b-chat@q8_0_127.txt
3608, cool,13,.,-0.87871486,0.87871486,llama-2-7b-chat@q8_0_127.txt
13,.,1406, So,-3.6648507,3.6648507,llama-2-7b-chat@q8_0_127.txt
1406, So,11,",",-1.1024735,1.1024735,llama-2-7b-chat@q8_0_127.txt
11,",",345, you,-2.3859556,2.3859556,llama-2-7b-chat@q8_0_127.txt
345, you,821,'re,-1.5019295,1.5019295,llama-2-7b-chat@q8_0_127.txt
821,'re,257, a,-2.4599438,2.4599438,llama-2-7b-chat@q8_0_127.txt
257, a,4512, train,-8.029019,8.029019,llama-2-7b-chat@q8_0_127.txt
4512, train,1453,ee,-0.4215832,0.4215832,llama-2-7b-chat@q8_0_127.txt
1453,ee,788, then,-6.393388,6.393388,llama-2-7b-chat@q8_0_127.txt
788, then,30,?,-1.3459054,1.3459054,llama-2-7b-chat@q8_0_127.txt
30,?,1374, How,-3.6800632,3.6800632,llama-2-7b-chat@q8_0_127.txt
1374, How,466, do,-2.1131334,2.1131334,llama-2-7b-chat@q8_0_127.txt
466, do,345, you,-0.1340229,0.1340229,llama-2-7b-chat@q8_0_127.txt
345, you,588, like,-2.5113888,2.5113888,llama-2-7b-chat@q8_0_127.txt
588, like,262, the,-2.0572627,2.0572627,llama-2-7b-chat@q8_0_127.txt
262, the,1693, job,-2.9314837,2.9314837,llama-2-7b-chat@q8_0_127.txt
1693, job,523, so,-4.5662403,4.5662403,llama-2-7b-chat@q8_0_127.txt
523, so,1290, far,-0.094268516,0.094268516,llama-2-7b-chat@q8_0_127.txt
1290, far,1701,"?""",-0.28432012,0.28432012,llama-2-7b-chat@q8_0_127.txt
1701,"?""",198,"
",-0.1659076,0.1659076,llama-2-7b-chat@q8_0_127.txt
198,"
",198,"
",-0.00025269177,0.00025269177,llama-2-7b-chat@q8_0_127.txt
198,"
",1,"""",-0.2500277,0.2500277,llama-2-7b-chat@q8_0_127.txt
1,"""",5812,Oh,-2.6531622,2.6531622,llama-2-7b-chat@q8_0_127.txt
5812,Oh,11,",",-0.273175,0.273175,llama-2-7b-chat@q8_0_127.txt
11,",",3608, cool,-3.1870775,3.1870775,llama-2-7b-chat@q8_0_127.txt
3608, cool,13,.,-0.3670144,0.3670144,llama-2-7b-chat@q8_0_127.txt
13,.,1406, So,-1.5332742,1.5332742,llama-2-7b-chat@q8_0_127.txt
1406, So,11,",",-0.31864563,0.31864563,llama-2-7b-chat@q8_0_127.txt
11,",",644, what,-2.0146055,2.0146055,llama-2-7b-chat@q8_0_127.txt
644, what,466, do,-0.6965352,0.6965352,llama-2-7b-chat@q8_0_127.txt
466, do,345, you,-0.009635607,0.009635607,llama-2-7b-chat@q8_0_127.txt
345, you,892, think,-0.3838464,0.3838464,llama-2-7b-chat@q8_0_127.txt
892, think,286, of,-0.19016069,0.19016069,llama-2-7b-chat@q8_0_127.txt
286, of,262, the,-0.13995853,0.13995853,llama-2-7b-chat@q8_0_127.txt
262, the,1664, company,-0.29527947,0.29527947,llama-2-7b-chat@q8_0_127.txt
1664, company,3968, culture,-14.127197,14.127197,llama-2-7b-chat@q8_0_127.txt
3968, culture,994, here,-4.364258,4.364258,llama-2-7b-chat@q8_0_127.txt
994, here,1701,"?""",-0.72785026,0.72785026,llama-2-7b-chat@q8_0_127.txt
