token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",26141,Jud,-10.820653,10.820653,llama-2-7b-chat@q8_0_39.txt
26141,Jud,88,y,-2.602923,2.602923,llama-2-7b-chat@q8_0_39.txt
88,y,11,",",-2.4637506,2.4637506,llama-2-7b-chat@q8_0_39.txt
11,",",534, your,-4.5249443,4.5249443,llama-2-7b-chat@q8_0_39.txt
534, your,24048, reservation,-9.64294,9.64294,llama-2-7b-chat@q8_0_39.txt
24048, reservation,468, has,-2.4762964,2.4762964,llama-2-7b-chat@q8_0_39.txt
468, has,587, been,-0.453425,0.453425,llama-2-7b-chat@q8_0_39.txt
587, been,16769, cancelled,-1.8063524,1.8063524,llama-2-7b-chat@q8_0_39.txt
16769, cancelled,329, for,-3.5313082,3.5313082,llama-2-7b-chat@q8_0_39.txt
329, for,13365, Flight,-10.839605,10.839605,llama-2-7b-chat@q8_0_39.txt
13365, Flight,807, 8,-3.2704375,3.2704375,llama-2-7b-chat@q8_0_39.txt
807, 8,319, on,-6.6513176,6.6513176,llama-2-7b-chat@q8_0_39.txt
319, on,2901, July,-4.114454,4.114454,llama-2-7b-chat@q8_0_39.txt
2901, July,678, 19,-3.2903795,3.2903795,llama-2-7b-chat@q8_0_39.txt
678, 19,13,.,-1.321145,1.321145,llama-2-7b-chat@q8_0_39.txt
13,.,2102, However,-4.9590235,4.9590235,llama-2-7b-chat@q8_0_39.txt
2102, However,11,",",-0.06345907,0.06345907,llama-2-7b-chat@q8_0_39.txt
11,",",314, I,-3.6942167,3.6942167,llama-2-7b-chat@q8_0_39.txt
314, I,1101,'m,-2.4138727,2.4138727,llama-2-7b-chat@q8_0_39.txt
1101,'m,7787, afraid,-4.8683596,4.8683596,llama-2-7b-chat@q8_0_39.txt
7787, afraid,356, we,-2.1031828,2.1031828,llama-2-7b-chat@q8_0_39.txt
356, we,460, can,-2.220879,2.220879,llama-2-7b-chat@q8_0_39.txt
460, can,470,'t,-0.8940975,0.8940975,llama-2-7b-chat@q8_0_39.txt
470,'t,1487, change,-5.8442373,5.8442373,llama-2-7b-chat@q8_0_39.txt
1487, change,262, the,-1.9080098,1.9080098,llama-2-7b-chat@q8_0_39.txt
262, the,5474, flight,-3.0716329,3.0716329,llama-2-7b-chat@q8_0_39.txt
5474, flight,3128, date,-1.6144645,1.6144645,llama-2-7b-chat@q8_0_39.txt
3128, date,284, to,-3.0377116,3.0377116,llama-2-7b-chat@q8_0_39.txt
