token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",5812,Oh,-8.987438,8.987438,llama-2-7b-chat@q8_0_281.txt
5812,Oh,11,",",-0.7042815,0.7042815,llama-2-7b-chat@q8_0_281.txt
11,",",326, that,-3.1662595,3.1662595,llama-2-7b-chat@q8_0_281.txt
326, that,338,'s,-0.4985615,0.4985615,llama-2-7b-chat@q8_0_281.txt
338,'s,1165, too,-5.2565737,5.2565737,llama-2-7b-chat@q8_0_281.txt
1165, too,2089, bad,-0.8235654,0.8235654,llama-2-7b-chat@q8_0_281.txt
2089, bad,553,",""",-1.6265898,1.6265898,llama-2-7b-chat@q8_0_281.txt
553,",""",5335, Mary,-7.643001,7.643001,llama-2-7b-chat@q8_0_281.txt
5335, Mary,531, said,-0.87668633,0.87668633,llama-2-7b-chat@q8_0_281.txt
531, said,13,.,-0.87342304,0.87342304,llama-2-7b-chat@q8_0_281.txt
13,.,366," """,-0.5166307,0.5166307,llama-2-7b-chat@q8_0_281.txt
366," """,40,I,-1.4172444,1.4172444,llama-2-7b-chat@q8_0_281.txt
40,I,373, was,-3.6091223,3.6091223,llama-2-7b-chat@q8_0_281.txt
373, was,1107, really,-3.7299829,3.7299829,llama-2-7b-chat@q8_0_281.txt
1107, really,2045, looking,-3.5136275,3.5136275,llama-2-7b-chat@q8_0_281.txt
2045, looking,2651, forward,-0.072448336,0.072448336,llama-2-7b-chat@q8_0_281.txt
2651, forward,284, to,-0.025820779,0.025820779,llama-2-7b-chat@q8_0_281.txt
284, to,10938, hanging,-6.265813,6.265813,llama-2-7b-chat@q8_0_281.txt
10938, hanging,503, out,-0.23552197,0.23552197,llama-2-7b-chat@q8_0_281.txt
503, out,351, with,-0.25410077,0.25410077,llama-2-7b-chat@q8_0_281.txt
351, with,345, you,-1.008483,1.008483,llama-2-7b-chat@q8_0_281.txt
345, you,9975, tonight,-4.2666965,4.2666965,llama-2-7b-chat@q8_0_281.txt
9975, tonight,526,".""",-0.77549434,0.77549434,llama-2-7b-chat@q8_0_281.txt
526,".""",198,"
",-0.46497902,0.46497902,llama-2-7b-chat@q8_0_281.txt
198,"
",198,"
",-0.0052713454,0.0052713454,llama-2-7b-chat@q8_0_281.txt
198,"
",1,"""",-0.6753062,0.6753062,llama-2-7b-chat@q8_0_281.txt
1,"""",40,I,-1.620553,1.620553,llama-2-7b-chat@q8_0_281.txt
40,I,373, was,-2.8828764,2.8828764,llama-2-7b-chat@q8_0_281.txt
373, was,3612, thinking,-3.1768892,3.1768892,llama-2-7b-chat@q8_0_281.txt
3612, thinking,286, of,-2.067692,2.067692,llama-2-7b-chat@q8_0_281.txt
286, of,4379, seeing,-5.6247096,5.6247096,llama-2-7b-chat@q8_0_281.txt
