token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",5189,Of,-7.848859,7.848859,llama-2-7b-chat@q8_0_75.txt
5189,Of,1781, course,-0.27801532,0.27801532,llama-2-7b-chat@q8_0_75.txt
1781, course,11,",",-0.68253094,0.68253094,llama-2-7b-chat@q8_0_75.txt
11,",",345, you,-2.8825753,2.8825753,llama-2-7b-chat@q8_0_75.txt
345, you,460, can,-1.4030288,1.4030288,llama-2-7b-chat@q8_0_75.txt
460, can,553,",""",-6.8888636,6.8888636,llama-2-7b-chat@q8_0_75.txt
553,",""",262, the,-3.6124384,3.6124384,llama-2-7b-chat@q8_0_75.txt
262, the,8852, representative,-7.765685,7.765685,llama-2-7b-chat@q8_0_75.txt
8852, representative,8712, replied,-2.1796818,2.1796818,llama-2-7b-chat@q8_0_75.txt
8712, replied,13,.,-0.7403304,0.7403304,llama-2-7b-chat@q8_0_75.txt
13,.,366," """,-0.68673897,0.68673897,llama-2-7b-chat@q8_0_75.txt
366," """,1639,You,-2.7126188,2.7126188,llama-2-7b-chat@q8_0_75.txt
1639,You,460, can,-1.1488742,1.1488742,llama-2-7b-chat@q8_0_75.txt
460, can,9199, submit,-7.456636,7.456636,llama-2-7b-chat@q8_0_75.txt
9199, submit,534, your,-1.0219785,1.0219785,llama-2-7b-chat@q8_0_75.txt
534, your,22168, Continued,-18.189285,18.189285,llama-2-7b-chat@q8_0_75.txt
22168, Continued,22070, Claim,-9.420286,9.420286,llama-2-7b-chat@q8_0_75.txt
22070, Claim,5178, Form,-2.840793,2.840793,llama-2-7b-chat@q8_0_75.txt
5178, Form,2691, online,-3.5325325,3.5325325,llama-2-7b-chat@q8_0_75.txt
2691, online,393, or,-2.410111,2.410111,llama-2-7b-chat@q8_0_75.txt
393, or,416, by,-2.1533227,2.1533227,llama-2-7b-chat@q8_0_75.txt
416, by,6920, mail,-0.98642516,0.98642516,llama-2-7b-chat@q8_0_75.txt
6920, mail,13,.,-1.2973514,1.2973514,llama-2-7b-chat@q8_0_75.txt
13,.,2329, Just,-4.625512,4.625512,llama-2-7b-chat@q8_0_75.txt
2329, Just,787, make,-2.502079,2.502079,llama-2-7b-chat@q8_0_75.txt
787, make,1654, sure,-0.029298216,0.029298216,llama-2-7b-chat@q8_0_75.txt
1654, sure,284, to,-1.5220435,1.5220435,llama-2-7b-chat@q8_0_75.txt
284, to,2291, include,-1.4353598,1.4353598,llama-2-7b-chat@q8_0_75.txt
2291, include,477, all,-3.618845,3.618845,llama-2-7b-chat@q8_0_75.txt
477, all,262, the,-1.5671817,1.5671817,llama-2-7b-chat@q8_0_75.txt
262, the,2672, required,-3.1103683,3.1103683,llama-2-7b-chat@q8_0_75.txt
2672, required,1321, information,-0.53847694,0.53847694,llama-2-7b-chat@q8_0_75.txt
1321, information,290, and,-2.3799093,2.3799093,llama-2-7b-chat@q8_0_75.txt
290, and,10314, documentation,-6.2669187,6.2669187,llama-2-7b-chat@q8_0_75.txt
10314, documentation,11,",",-2.5820284,2.5820284,llama-2-7b-chat@q8_0_75.txt
11,",",290, and,-2.0662837,2.0662837,llama-2-7b-chat@q8_0_75.txt
290, and,356, we,-2.4743285,2.4743285,llama-2-7b-chat@q8_0_75.txt
356, we,1183,'ll,-0.49405733,0.49405733,llama-2-7b-chat@q8_0_75.txt
1183,'ll,1429, process,-3.9477289,3.9477289,llama-2-7b-chat@q8_0_75.txt
1429, process,340, it,-0.8774012,0.8774012,llama-2-7b-chat@q8_0_75.txt
340, it,355, as,-1.8702333,1.8702333,llama-2-7b-chat@q8_0_75.txt
355, as,2582, soon,-1.0813236,1.0813236,llama-2-7b-chat@q8_0_75.txt
2582, soon,355, as,-0.0058829254,0.0058829254,llama-2-7b-chat@q8_0_75.txt
355, as,1744, possible,-0.9932554,0.9932554,llama-2-7b-chat@q8_0_75.txt
1744, possible,526,".""",-0.21052119,0.21052119,llama-2-7b-chat@q8_0_75.txt
526,".""",198,"
",-0.2129921,0.2129921,llama-2-7b-chat@q8_0_75.txt
198,"
",198,"
",-0.00085984444,0.00085984444,llama-2-7b-chat@q8_0_75.txt
198,"
",1,"""",-2.556994,2.556994,llama-2-7b-chat@q8_0_75.txt
1,"""",5189,Of,-5.545821,5.545821,llama-2-7b-chat@q8_0_75.txt
5189,Of,1781, course,-0.005240869,0.005240869,llama-2-7b-chat@q8_0_75.txt
1781, course,11,",",-1.2118877,1.2118877,llama-2-7b-chat@q8_0_75.txt
11,",",345, you,-0.34819046,0.34819046,llama-2-7b-chat@q8_0_75.txt
345, you,460, can,-0.02643966,0.02643966,llama-2-7b-chat@q8_0_75.txt
460, can,6920, mail,-8.914257,8.914257,llama-2-7b-chat@q8_0_75.txt
6920, mail,340, it,-0.9641609,0.9641609,llama-2-7b-chat@q8_0_75.txt
340, it,287, in,-1.4220197,1.4220197,llama-2-7b-chat@q8_0_75.txt
287, in,1903, early,-6.406993,6.406993,llama-2-7b-chat@q8_0_75.txt
1903, early,1306, next,-2.7038054,2.7038054,llama-2-7b-chat@q8_0_75.txt
1306, next,640, time,-9.4217005,9.4217005,llama-2-7b-chat@q8_0_75.txt
640, time,13,.,-3.4577215,3.4577215,llama-2-7b-chat@q8_0_75.txt
13,.,2329, Just,-0.53443485,0.53443485,llama-2-7b-chat@q8_0_75.txt
2329, Just,787, make,-0.23917831,0.23917831,llama-2-7b-chat@q8_0_75.txt
787, make,1654, sure,-0.0014588914,0.0014588914,llama-2-7b-chat@q8_0_75.txt
1654, sure,284, to,-0.124018274,0.124018274,llama-2-7b-chat@q8_0_75.txt
284, to,2291, include,-0.050369587,0.050369587,llama-2-7b-chat@q8_0_75.txt
2291, include,534, your,-4.713998,4.713998,llama-2-7b-chat@q8_0_75.txt
534, your,22168, Continued,-4.3269453,4.3269453,llama-2-7b-chat@q8_0_75.txt
22168, Continued,22070, Claim,-0.025770707,0.025770707,llama-2-7b-chat@q8_0_75.txt
22070, Claim,5178, Form,-0.01173439,0.01173439,llama-2-7b-chat@q8_0_75.txt
5178, Form,290, and,-3.324578,3.324578,llama-2-7b-chat@q8_0_75.txt
290, and,597, any,-3.0212095,3.0212095,llama-2-7b-chat@q8_0_75.txt
597, any,584, other,-2.3097558,2.3097558,llama-2-7b-chat@q8_0_75.txt
584, other,2672, required,-3.3226433,3.3226433,llama-2-7b-chat@q8_0_75.txt
2672, required,10314, documentation,-1.5592754,1.5592754,llama-2-7b-chat@q8_0_75.txt
10314, documentation,351, with,-5.165711,5.165711,llama-2-7b-chat@q8_0_75.txt
351, with,534, your,-1.1319638,1.1319638,llama-2-7b-chat@q8_0_75.txt
534, your,6074, payment,-4.8166265,4.8166265,llama-2-7b-chat@q8_0_75.txt
6074, payment,13,.,-1.7294499,1.7294499,llama-2-7b-chat@q8_0_75.txt
13,.,4418, Also,-4.762556,4.762556,llama-2-7b-chat@q8_0_75.txt
4418, Also,11,",",-0.31324998,0.31324998,llama-2-7b-chat@q8_0_75.txt
11,",",1394, keep,-3.9288445,3.9288445,llama-2-7b-chat@q8_0_75.txt
1394, keep,287, in,-0.2618338,0.2618338,llama-2-7b-chat@q8_0_75.txt
287, in,2000, mind,-0.00438977,0.00438977,llama-2-7b-chat@q8_0_75.txt
2000, mind,326, that,-0.27108356,0.27108356,llama-2-7b-chat@q8_0_75.txt
326, that,611, if,-2.2631054,2.2631054,llama-2-7b-chat@q8_0_75.txt
611, if,345, you,-0.3905644,0.3905644,llama-2-7b-chat@q8_0_75.txt
345, you,2051, miss,-5.192522,5.192522,llama-2-7b-chat@q8_0_75.txt
2051, miss,517, more,-6.4538035,6.4538035,llama-2-7b-chat@q8_0_75.txt
517, more,621, than,-0.12359444,0.12359444,llama-2-7b-chat@q8_0_75.txt
621, than,734, two,-2.5184646,2.5184646,llama-2-7b-chat@q8_0_75.txt
734, two,7524, payments,-1.5478798,1.5478798,llama-2-7b-chat@q8_0_75.txt
7524, payments,11,",",-0.9088442,0.9088442,llama-2-7b-chat@q8_0_75.txt
11,",",534, your,-2.3574014,2.3574014,llama-2-7b-chat@q8_0_75.txt
534, your,4034, benefits,-7.704545,7.704545,llama-2-7b-chat@q8_0_75.txt
4034, benefits,743, may,-2.1192827,2.1192827,llama-2-7b-chat@q8_0_75.txt
743, may,307, be,-0.5018666,0.5018666,llama-2-7b-chat@q8_0_75.txt
307, be,5676, affected,-3.7250018,3.7250018,llama-2-7b-chat@q8_0_75.txt
5676, affected,526,".""",-1.1963487,1.1963487,llama-2-7b-chat@q8_0_75.txt
526,".""",198,"
",-0.13252571,0.13252571,llama-2-7b-chat@q8_0_75.txt
198,"
",198,"
",-0.00019810621,0.00019810621,llama-2-7b-chat@q8_0_75.txt
198,"
",1,"""",-1.7602034,1.7602034,llama-2-7b-chat@q8_0_75.txt
1,"""",40,I,-2.156336,2.156336,llama-2-7b-chat@q8_0_75.txt
40,I,1833, understand,-3.1871505,3.1871505,llama-2-7b-chat@q8_0_75.txt
1833, understand,11,",",-2.2457845,2.2457845,llama-2-7b-chat@q8_0_75.txt
11,",",5875, thank,-4.809096,4.809096,llama-2-7b-chat@q8_0_75.txt
5875, thank,345, you,-0.005743785,0.005743785,llama-2-7b-chat@q8_0_75.txt
345, you,329, for,-1.4906464,1.4906464,llama-2-7b-chat@q8_0_75.txt
329, for,9616, letting,-5.996875,5.996875,llama-2-7b-chat@q8_0_75.txt
9616, letting,502, me,-0.39855924,0.39855924,llama-2-7b-chat@q8_0_75.txt
