token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
464,The,582, man,-7.0119514,7.0119514,llama-2-7b@q8_0_108.txt
582, man,10764, stepped,-7.2967854,7.2967854,llama-2-7b@q8_0_108.txt
10764, stepped,3812, toward,-5.204973,5.204973,llama-2-7b@q8_0_108.txt
3812, toward,683, him,-2.7174406,2.7174406,llama-2-7b@q8_0_108.txt
683, him,11,",",-1.0325168,1.0325168,llama-2-7b@q8_0_108.txt
11,",",290, and,-2.0037062,2.0037062,llama-2-7b@q8_0_108.txt
290, and,262, the,-1.9178044,1.9178044,llama-2-7b@q8_0_108.txt
262, the,20775, detective,-7.031838,7.031838,llama-2-7b@q8_0_108.txt
20775, detective,10764, stepped,-3.8472593,3.8472593,llama-2-7b@q8_0_108.txt
10764, stepped,736, back,-1.2209133,1.2209133,llama-2-7b@q8_0_108.txt
736, back,13,.,-0.9084266,0.9084266,llama-2-7b@q8_0_108.txt
13,.,198,"
",-0.87552685,0.87552685,llama-2-7b@q8_0_108.txt
198,"
",198,"
",-0.006202259,0.006202259,llama-2-7b@q8_0_108.txt
198,"
",1,"""",-0.5978836,0.5978836,llama-2-7b@q8_0_108.txt
1,"""",1867, What,-12.085353,12.085353,llama-2-7b@q8_0_108.txt
1867, What,460, can,-5.040747,5.040747,llama-2-7b@q8_0_108.txt
460, can,314, I,-0.742845,0.742845,llama-2-7b@q8_0_108.txt
314, I,466, do,-0.27764755,0.27764755,llama-2-7b@q8_0_108.txt
466, do,329, for,-1.9607234,1.9607234,llama-2-7b@q8_0_108.txt
329, for,345, you,-0.1565607,0.1565607,llama-2-7b@q8_0_108.txt
345, you,11,",",-2.259824,2.259824,llama-2-7b@q8_0_108.txt
11,",",5246,Mr,-10.204068,10.204068,llama-2-7b@q8_0_108.txt
5246,Mr,13,.,-0.11232756,0.11232756,llama-2-7b@q8_0_108.txt
13,.,25784,Jones,-11.026167,11.026167,llama-2-7b@q8_0_108.txt
25784,Jones,5633, ?,-5.9170456,5.9170456,llama-2-7b@q8_0_108.txt
5633, ?,366," """,-0.54093665,0.54093665,llama-2-7b@q8_0_108.txt
366," """,339, he,-2.405527,2.405527,llama-2-7b@q8_0_108.txt
339, he,531, said,-1.5846914,1.5846914,llama-2-7b@q8_0_108.txt
531, said,351, with,-4.9040594,4.9040594,llama-2-7b@q8_0_108.txt
351, with,257, a,-0.23344907,0.23344907,llama-2-7b@q8_0_108.txt
257, a,8212, smile,-2.6093068,2.6093068,llama-2-7b@q8_0_108.txt
8212, smile,13,.,-0.30864945,0.30864945,llama-2-7b@q8_0_108.txt
13,.,198,"
",-0.545253,0.545253,llama-2-7b@q8_0_108.txt
198,"
",198,"
",-0.0002843929,0.0002843929,llama-2-7b@q8_0_108.txt
198,"
",1,"""",-0.5455253,0.5455253,llama-2-7b@q8_0_108.txt
1,"""",921, You,-2.9580264,2.9580264,llama-2-7b@q8_0_108.txt
921, You,1053,'ve,-3.3245804,3.3245804,llama-2-7b@q8_0_108.txt
1053,'ve,1392, got,-0.7437903,0.7437903,llama-2-7b@q8_0_108.txt
1392, got,502, me,-3.4430332,3.4430332,llama-2-7b@q8_0_108.txt
502, me,11,",",-2.4013274,2.4013274,llama-2-7b@q8_0_108.txt
11,",",28292,Steven,-9.166953,9.166953,llama-2-7b@q8_0_108.txt
28292,Steven,1559,son,-5.268969,5.268969,llama-2-7b@q8_0_108.txt
1559,son,837," ,",-5.029282,5.029282,llama-2-7b@q8_0_108.txt
837," ,",366," """,-4.0472517,4.0472517,llama-2-7b@q8_0_108.txt
366," """,262, the,-1.3154901,1.3154901,llama-2-7b@q8_0_108.txt
262, the,584, other,-5.6051006,5.6051006,llama-2-7b@q8_0_108.txt
584, other,4504, returned,-8.9730625,8.9730625,llama-2-7b@q8_0_108.txt
4504, returned,11,",",-2.1268485,2.1268485,llama-2-7b@q8_0_108.txt
11,",",2164,gr,-10.13647,10.13647,llama-2-7b@q8_0_108.txt
2164,gr,23062,inning,-0.65089196,0.65089196,llama-2-7b@q8_0_108.txt
23062,inning,6768, widely,-7.372505,7.372505,llama-2-7b@q8_0_108.txt
6768, widely,526,".""",-5.5255823,5.5255823,llama-2-7b@q8_0_108.txt
526,".""",314, I,-4.8130817,4.8130817,llama-2-7b@q8_0_108.txt
314, I,760, know,-3.7264342,3.7264342,llama-2-7b@q8_0_108.txt
760, know,340, it,-2.8667836,2.8667836,llama-2-7b@q8_0_108.txt
340, it,764, .,-4.5482373,4.5482373,llama-2-7b@q8_0_108.txt
764, .,887, But,-6.1512613,6.1512613,llama-2-7b@q8_0_108.txt
887, But,611, if,-3.5279264,3.5279264,llama-2-7b@q8_0_108.txt
611, if,314, I,-1.3684633,1.3684633,llama-2-7b@q8_0_108.txt
314, I,1422, didn,-3.9414563,3.9414563,llama-2-7b@q8_0_108.txt
1422, didn,470,'t,-0.0006971313,0.0006971313,llama-2-7b@q8_0_108.txt
470,'t,760, know,-1.4347498,1.4347498,llama-2-7b@q8_0_108.txt
760, know,326, that,-2.8616753,2.8616753,llama-2-7b@q8_0_108.txt
