token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
1,"""",19457,Sure,-10.035355,10.035355,llama-2-7b-chat@q8_0_286.txt
19457,Sure,1517, thing,-5.880048,5.880048,llama-2-7b-chat@q8_0_286.txt
1517, thing,0,!,-3.7270021,3.7270021,llama-2-7b-chat@q8_0_286.txt
0,!,3894, Well,-5.227783,5.227783,llama-2-7b-chat@q8_0_286.txt
3894, Well,11,",",-0.9533704,0.9533704,llama-2-7b-chat@q8_0_286.txt
11,",",314, I,-1.8289481,1.8289481,llama-2-7b-chat@q8_0_286.txt
314, I,1053,'ve,-3.080074,3.080074,llama-2-7b-chat@q8_0_286.txt
1053,'ve,587, been,-1.6917217,1.6917217,llama-2-7b-chat@q8_0_286.txt
587, been,287, in,-4.1163473,4.1163473,llama-2-7b-chat@q8_0_286.txt
287, in,262, the,-1.7279654,1.7279654,llama-2-7b-chat@q8_0_286.txt
262, the,4200, sales,-8.606563,8.606563,llama-2-7b-chat@q8_0_286.txt
4200, sales,2831, industry,-4.3008533,4.3008533,llama-2-7b-chat@q8_0_286.txt
2831, industry,329, for,-0.6046789,0.6046789,llama-2-7b-chat@q8_0_286.txt
329, for,625, over,-2.732792,2.732792,llama-2-7b-chat@q8_0_286.txt
625, over,257, a,-2.351272,2.351272,llama-2-7b-chat@q8_0_286.txt
257, a,5707, decade,-0.19758382,0.19758382,llama-2-7b-chat@q8_0_286.txt
5707, decade,783, now,-1.136722,1.136722,llama-2-7b-chat@q8_0_286.txt
783, now,290, and,-1.2890003,1.2890003,llama-2-7b-chat@q8_0_286.txt
290, and,981, while,-6.18872,6.18872,llama-2-7b-chat@q8_0_286.txt
981, while,314, I,-0.48388112,0.48388112,llama-2-7b-chat@q8_0_286.txt
314, I,1053,'ve,-1.8123869,1.8123869,llama-2-7b-chat@q8_0_286.txt
1053,'ve,8359, enjoyed,-4.818713,4.818713,llama-2-7b-chat@q8_0_286.txt
8359, enjoyed,616, my,-2.1513295,2.1513295,llama-2-7b-chat@q8_0_286.txt
616, my,640, time,-0.391378,0.391378,llama-2-7b-chat@q8_0_286.txt
640, time,612, there,-1.2877105,1.2877105,llama-2-7b-chat@q8_0_286.txt
612, there,11,",",-0.5579982,0.5579982,llama-2-7b-chat@q8_0_286.txt
11,",",314, I,-0.652076,0.652076,llama-2-7b-chat@q8_0_286.txt
314, I,1254, feel,-4.295632,4.295632,llama-2-7b-chat@q8_0_286.txt
1254, feel,588, like,-0.7578995,0.7578995,llama-2-7b-chat@q8_0_286.txt
588, like,314, I,-0.80492395,0.80492395,llama-2-7b-chat@q8_0_286.txt
314, I,1053,'ve,-1.0031291,1.0031291,llama-2-7b-chat@q8_0_286.txt
1053,'ve,4251, reached,-6.1074595,6.1074595,llama-2-7b-chat@q8_0_286.txt
4251, reached,257, a,-0.79591614,0.79591614,llama-2-7b-chat@q8_0_286.txt
257, a,38008, plateau,-2.735641,2.735641,llama-2-7b-chat@q8_0_286.txt
38008, plateau,13,.,-1.2503601,1.2503601,llama-2-7b-chat@q8_0_286.txt
13,.,314, I,-1.0488533,1.0488533,llama-2-7b-chat@q8_0_286.txt
314, I,765, want,-3.7702827,3.7702827,llama-2-7b-chat@q8_0_286.txt
765, want,284, to,-0.10705085,0.10705085,llama-2-7b-chat@q8_0_286.txt
284, to,4427, challenge,-6.6547728,6.6547728,llama-2-7b-chat@q8_0_286.txt
4427, challenge,3589, myself,-0.15208478,0.15208478,llama-2-7b-chat@q8_0_286.txt
3589, myself,290, and,-1.3224803,1.3224803,llama-2-7b-chat@q8_0_286.txt
290, and,7301, explore,-5.9458027,5.9458027,llama-2-7b-chat@q8_0_286.txt
7301, explore,649, new,-1.6086916,1.6086916,llama-2-7b-chat@q8_0_286.txt
