token,surprisal
.,3.8818509578704834
0,4.287758827209473
 -,5.7800211906433105
 61,11.961905479431152
.,0.1411309391260147
2,4.309623718261719
"
",5.450711727142334
"
",0.0006812121137045324
###,12.126023292541504
 Explan,17.098430633544922
ation,0.6106804609298706
:,2.4627599716186523
"
",2.480273962020874
"
",0.000372476497432217
Jonathan,16.058319091796875
 Tro,10.155355453491211
tt,0.7391453385353088
's,4.796170711517334
 first,7.322921276092529
 innings,11.441020965576172
 on,5.785841464996338
 his,6.073001384735107
 return,4.817242622375488
 to,1.4238837957382202
 Test,8.615005493164062
 cricket,0.12986813485622406
 for,5.417515754699707
 the,1.897413969039917
 first,1.39853036403656
 time,0.008757743053138256
 in,2.7497236728668213
 17,7.248579502105713
 months,4.805713176727295
 was,3.8549563884735107
 brief,11.417013168334961
 and,2.146685838699341
 unsuccessful,9.63715934753418
",",2.138948678970337
 as,3.1886820793151855
 he,0.8170904517173767
 was,2.575902223587036
 caught,4.986822605133057
 at,4.696136474609375
 first,7.883492946624756
 slip,4.13411283493042
 just,8.646525382995605
 three,5.963276386260986
 balls,3.740563154220581
 in,3.8924527168273926
.,2.6380295753479004
 Tro,4.139029026031494
tt,0.008033448830246925
 last,13.194209098815918
 played,1.2441637516021729
 a,4.057210922241211
 Test,2.3782176971435547
 four,8.751749992370605
 years,0.5185015797615051
 ago,0.30084505677223206
 when,4.972525119781494
 he,0.33977511525154114
 scored,6.240962505340576
 285,15.25634479522705
 against,3.8079028129577637
 Australia,3.5269412994384766
 at,2.6644115447998047
 Lord,2.7109646797180176
�,34.88611602783203
�,12.279016494750977
s,2.827812910079956
 in,5.752062797546387
 what,8.756187438964844
 proved,7.206780910491943
 to,0.2658144533634186
 be,0.019397640600800514
 England,10.25658130645752
's,0.038973864167928696
 only,4.869336128234863
 success,9.895411491394043
 during,8.439201354980469
 their,3.395918846130371
 home,8.770977020263672
 summer,6.717867374420166
.,3.2697901725769043
