token,surprisal
 I,6.927726745605469
 have,5.169693470001221
 to,2.7414119243621826
 pick,8.269417762756348
 up,1.4039959907531738
 dry,15.424458503723145
 cleaning,6.274705410003662
 for,6.200316429138184
 my,2.766143798828125
 suit,11.526302337646484
 for,7.557997703552246
 tonight,7.90446662902832
's,4.387701511383057
 event,5.589791297912598
*.,15.818357467651367
"
",1.7155817747116089
"
",0.1506570428609848
The,4.992765426635742
 only,6.031979084014893
 difference,6.679659366607666
 was,5.029017448425293
 that,1.002790927886963
 she,6.985655307769775
 had,3.1397011280059814
 received,8.939889907836914
 a,1.5456829071044922
 mysterious,13.155623435974121
 letter,2.2744932174682617
 in,5.369606971740723
 the,1.8411381244659424
 mail,0.24781599640846252
 that,3.298694610595703
 morning,9.231672286987305
",",3.1200971603393555
 as,7.818875789642334
 she,3.185659646987915
 had,2.114941120147705
 opened,9.906304359436035
 her,4.338352203369141
 mailbox,5.573995113372803
",",4.4521331787109375
 that,6.617589473724365
 said,1.9533153772354126
:,3.112664222717285
"
",0.9129353761672974
"
",0.000473717984277755
``,14.854507446289062
`,10.460981369018555
"
",7.418239593505859
Dear,34.12401580810547
 Sandra,13.320029258728027
",",0.816024124622345
"
",0.38075438141822815
"
",0.00023752759443596005
Your,6.4149489402771
 future,9.905678749084473
 awaits,13.368833541870117
.,3.5368916988372803
 ,9.670769691467285
"
",7.9979248046875
"
",0.0005335888708941638
Since,6.485596656799316
rely,0.053846001625061035
",",0.4165686070919037
 ,5.488469123840332
"
",6.76910400390625
"
",0.00031398850842379034
Jane,7.346866130828857
 and,6.824676990509033
 James,8.04560661315918
"
",2.3160502910614014
``,29.57789421081543
`,1.6035534143447876
"
",0.22271418571472168
"
",0.00033119061845354736
She,8.127497673034668
 opened,6.719605922698975
 it,4.010824203491211
 to,3.6809897422790527
 discover,6.032785415649414
 two,7.541402816772461
 envelop,6.5321946144104
es,0.0020590692292898893
 one,12.08022689819336
 marked,7.741418361663818
" """,2.5137600898742676
Man,12.286239624023438
uscript,3.2194020748138428
s,2.4914743900299072
"""",3.266077756881714
 and,0.35667291283607483
 the,1.5698915719985962
 other,0.028794409707188606
" """,1.5562084913253784
Inv,10.702622413635254
itation,0.7531021237373352
""".",2.4888951778411865
 She,4.0455241203308105
 smiled,10.37454891204834
 at,3.1006898880004883
 the,1.4576356410980225
 thought,7.326895236968994
 of,1.1565767526626587
 her,4.122152328491211
 old,7.006562232971191
 friends,5.809391021728516
 Jane,11.585688591003418
 and,0.7804811000823975
 James,0.16732937097549438
 getting,6.904013633728027
 married,2.681713104248047
 and,2.814990997314453
 putting,9.035419464111328
 together,5.273906707763672
 such,6.806702136993408
 a,0.7562431693077087
 nice,5.70832633972168
 event,7.090799331665039
 for,3.4452085494995117
 her,2.8615353107452393
.,1.4139150381088257
 ,4.679679870605469
"
",2.219794511795044
"
",0.0003494250704534352
After,5.186657905578613
 arriving,8.768410682678223
 at,1.3461267948150635
 the,1.086087942123413
 office,5.261877059936523
",",1.4929770231246948
 she,1.076851487159729
 checked,6.674875259399414
 her,2.4932777881622314
 emails,5.422173023223877
 on,5.236703872680664
 her,1.26347815990448
 computer,2.739441156387329
 before,6.543238162994385
 heading,4.493603706359863
 up,6.72349739074707
 to,0.2751794457435608
 the,1.0438627004623413
 meeting,6.4912333488464355
 room,1.0735615491867065
.,1.198203682899475
 She,2.42484188079834
 had,4.207527160644531
 just,5.296114921569824
 started,5.824979305267334
 to,3.221778631210327
 read,3.6207754611968994
 through,4.836371898651123
 the,1.2789108753204346
 manuscripts,9.226960182189941
 when,3.050978899002075
 the,3.563582420349121
 door,3.930389881134033
 opened,1.8786921501159668
 and,1.3056132793426514
 in,8.633001327514648
 walked,5.510974884033203
 Mike,12.502674102783203
.,2.535224676132202
"
",1.1777398586273193
"
",0.00025103052030317485
"""",3.661163330078125
Hey,4.24596643447876
",",1.8003294467926025
 Sandra,8.608699798583984
",",1.7311816215515137
 do,6.0017595291137695
 you,0.09589242935180664
 have,1.8368847370147705
 a,2.170691728591919
 minute,7.937534809112549
"?""",1.0696407556533813
 he,2.312039613723755
 asked,0.5510482788085938
 as,3.5160374641418457
 he,0.4768218994140625
 sat,4.2978668212890625
 down,1.5299490690231323
 next,2.4813156127929688
 to,0.003321451833471656
 her,0.5454221963882446
.,0.3863779902458191
"
",0.545744001865387
"
",0.0001785290369298309
She,3.4371111392974854
 looked,3.3016700744628906
 up,1.7338566780090332
 from,3.7780539989471436
 her,0.7302194237709045
 manuscripts,12.187559127807617
 and,1.3754723072052002
 noticed,4.583736419677734
 that,1.248098373413086
 he,3.445553779602051
 was,1.1898442506790161
 carrying,7.400632858276367
 a,1.0001568794250488
 small,4.602216720581055
 box,4.201436519622803
 with,2.1389243602752686
 him,6.308106422424316
.,1.0331220626831055
 ,5.029722690582275
"
",0.4499216377735138
"
",0.00028285320149734616
"""",0.8719047904014587
Sure,6.94584846496582
",",1.5291310548782349
 what,5.35274600982666
's,1.6194102764129639
 up,3.678553581237793
"?""",0.8247110247612
 she,1.637560248374939
 replied,5.7291646003723145
.,1.233598232269287
"
",0.4169471859931946
"
",0.00019314944802317768
"""",1.0078716278076172
I,2.5264248847961426
 wanted,7.455735206604004
 to,0.22305791079998016
 talk,3.9544739723205566
 to,0.6129330992698669
 you,0.5178619623184204
 about,0.9743614196777344
 something,3.092623710632324
",""",2.796767473220825
 Mike,3.217294454574585
 said,1.8335328102111816
",",3.068181276321411
" """,3.1524946689605713
I,3.5041563510894775
 know,4.759474754333496
 how,5.274139881134033
 much,3.3693933486938477
 you,1.2451789379119873
 care,3.3826372623443604
 for,3.1693930625915527
 Jane,7.4775919914245605
 and,1.179718017578125
 James,0.4498632848262787
",",2.2386460304260254
 and,2.7926971912384033
 I,1.1203004121780396
 wanted,4.40643835067749
 to,0.18110132217407227
 give,4.933328628540039
 you,0.4121426045894623
 this,6.691729545593262
 as,8.324612617492676
 a,0.8571092486381531
 token,8.751288414001465
 of,0.1434125304222107
 my,2.7499334812164307
 gratitude,2.527905225753784
".""",2.53477144241333
 He,5.9088053703308105
 handed,3.2610762119293213
 her,0.8421165347099304
 the,1.3868029117584229
 small,4.134298324584961
 box,0.6508795619010925
.,2.3691933155059814
"
",0.630526065826416
"
",0.00020312580454628915
S,3.8570759296417236
andra,0.006891526281833649
 was,4.5439534187316895
 surprised,3.7806947231292725
 but,6.458048343658447
 touched,8.475554466247559
 by,1.2849632501602173
 the,1.6240932941436768
 gesture,4.619567394256592
.,0.8895944356918335
 She,2.4666571617126465
 opened,4.345991611480713
 the,1.4156326055526733
 box,0.8573706150054932
 to,3.095377206802368
 reveal,3.5206594467163086
 a,0.9890381097793579
 beautiful,7.080170631408691
 necklace,8.920971870422363
 with,2.664346218109131
 two,4.644966125488281
 hearts,6.912687301635742
 intertwined,9.581366539001465
.,1.455535650253296
 ,3.1514205932617188
"
",0.04237211495637894
"
",0.0003131284029223025
"""",1.015682578086853
Thank,4.42375373840332
 you,0.02487790398299694
 so,2.9744482040405273
 much,0.03438355773687363
"!""",3.7532076835632324
 she,1.296721339225769
 exclaimed,1.6699738502502441
",",2.7527544498443604
" """,1.84506356716156
I,1.3857471942901611
 love,3.0534183979034424
 it,4.944989204406738
"!""",1.6944825649261475
"
",0.419999361038208
"
",0.00026066324790008366
Mike,2.4854648113250732
 grinned,6.210814476013184
 at,2.6577706336975098
 her,0.36168596148490906
.,2.7362051010131836
" """,1.9616799354553223
I,2.7530651092529297
 hope,4.353736400604248
 you,0.7891767621040344
 like,3.6129395961761475
 it,0.49082398414611816
.,4.56677770614624
 I,2.448491334915161
 wanted,7.5761003494262695
 you,3.840888023376465
 to,0.10396283864974976
 know,1.7411870956420898
 that,0.9336985945701599
 I,1.5946619510650635
 appreciate,5.112412452697754
 everything,4.428035736083984
 you,0.45106229186058044
've,4.009606838226318
 done,0.29678869247436523
 for,0.35201793909072876
 me,0.5965654253959656
 over,5.447621822357178
 the,0.05889067426323891
 years,0.5853669047355652
".""",2.4042227268218994
"
",0.3837652802467346
"
",0.0001976216008188203
S,1.2177538871765137
andra,0.00495972391217947
 smiled,3.9360339641571045
 warm,7.8164896965026855
ly,0.0004553099279291928
 back,7.3458099365234375
 at,1.3365004062652588
 him,0.24117018282413483
.,1.2702102661132812
" """,1.2352350950241089
And,5.148464202880859
