filename,tokens,mean_surprisal,median_surprisal,min_surprisal,max_surprisal,uid_variance,uid_pairwise
human_0.csv,562,4.340188442145262,3.2708888053894043,1.3242724890005776e-05,18.593734741210938,16.341262436871464,31.18123403717109
human_1.csv,885,4.3135642959433085,3.4132485389709477,0.0002887017617467,19.398069381713867,14.362096153589233,29.931361618068586
human_10.csv,950,3.970929946861365,2.902300000190735,0.0001604687422513,27.68663024902344,14.211679211960057,27.79236937554033
human_100.csv,280,3.786592801411335,2.551521062850952,5.503455213329289e-06,23.138185501098636,16.19043806329124,28.57176317038545
human_1000.csv,943,4.527348601342228,3.571089506149292,5.159480451766285e-07,23.20575714111328,16.41913858481126,34.81729201570764
human_1001.csv,1014,4.835346586472897,3.841601848602295,0.0008100076811388,23.379514694213867,18.64611516972551,38.890100844611936
human_1002.csv,1023,4.623014421791022,3.465864658355713,6.191388820298016e-06,22.188459396362305,19.283199071166454,37.71689696649989
human_1003.csv,345,4.769000452819054,4.029666900634766,0.000195041502593,21.397314071655277,18.25644898457332,35.1546303317344
human_1004.csv,491,4.819214881705551,3.975881814956665,1.203879037348088e-06,22.490663528442383,17.148489158770577,31.59539704247597
human_1005.csv,1023,4.592490686726077,3.376600503921509,0.0002110381465172,21.832216262817383,17.17151806118891,36.238129876358485
human_1006.csv,834,4.704811250891037,3.627907395362854,0.0001792170514818,22.827869415283203,19.139260100916253,36.88493108259885
human_1007.csv,898,4.861439696468942,3.9325430393218994,0.0001121370441978,21.4895076751709,17.230676794749318,34.00541419311967
human_1008.csv,1023,4.191778758097855,3.0654544830322266,5.830329610034824e-05,22.79161834716797,14.643774262180665,29.022421853779754
human_1009.csv,574,3.773452864508093,2.4290300607681274,1.8230275600217283e-05,21.343185424804688,15.388159749920172,26.287609926737623
human_101.csv,1023,4.893990406991861,3.857291221618652,3.456892591202632e-05,23.379514694213867,18.918239556488984,36.96100729688071
human_1010.csv,532,4.500210997142119,3.319711685180664,0.0001038812624756,23.30896377563477,18.9539288588029,35.00973681468477
human_1011.csv,605,4.352775282083918,3.3587095737457275,0.0013259074185043,24.21217155456543,15.729992696552287,30.288437648068168
human_1012.csv,1023,4.64404477988319,3.5706636905670166,0.0005077821551822,24.12189483642578,18.1486381366957,36.743474033565064
human_1013.csv,668,4.952478383783071,3.9334042072296143,0.0001769810041878,20.51469612121582,18.555069132939657,35.80301686649863
human_1014.csv,587,3.808651123060939,2.829937696456909,1.3586693057732193e-05,20.15556526184082,14.192583641182265,25.15219027483144
human_1015.csv,1023,4.236495235962147,3.1760072708129883,1.8918103705800604e-06,20.784936904907227,15.970140051941707,30.00557483940729
